Sentence,Tags
"There are three other cases reported with a deletion of chromosome 8 at approximately the same breakpoint , one without LGS and some similarities to our cases , the other two with LGS .","(('There', 'O'), ('are', 'O'), ('three', 'O'), ('other', 'O'), ('cases', 'O'), ('reported', 'O'), ('with', 'O'), ('a', 'O'), ('deletion', 'O'), ('of', 'O'), ('chromosome', 'O'), ('8', 'O'), ('at', 'O'), ('approximately', 'O'), ('the', 'O'), ('same', 'O'), ('breakpoint', 'O'), (',', 'O'), ('one', 'O'), ('without', 'O'), ('LGS', 'B'), ('and', 'O'), ('some', 'O'), ('similarities', 'O'), ('to', 'O'), ('our', 'O'), ('cases', 'O'), (',', 'O'), ('the', 'O'), ('other', 'O'), ('two', 'O'), ('with', 'O'), ('LGS', 'B'), ('.', 'O'))"
Our findings would support the observation that the critical segment for the assignment of LGS is proximal to or involves the proximal part of 8q24 .,"(('Our', 'O'), ('findings', 'O'), ('would', 'O'), ('support', 'O'), ('the', 'O'), ('observation', 'O'), ('that', 'O'), ('the', 'O'), ('critical', 'O'), ('segment', 'O'), ('for', 'O'), ('the', 'O'), ('assignment', 'O'), ('of', 'O'), ('LGS', 'B'), ('is', 'O'), ('proximal', 'O'), ('to', 'O'), ('or', 'O'), ('involves', 'O'), ('the', 'O'), ('proximal', 'O'), ('part', 'O'), ('of', 'O'), ('8q24', 'O'), ('.', 'O'))"
"1 , but a review of published reports suggests that the aetiology of LGS may be a more complex issue","(('1', 'O'), (',', 'O'), ('but', 'O'), ('a', 'O'), ('review', 'O'), ('of', 'O'), ('published', 'O'), ('reports', 'O'), ('suggests', 'O'), ('that', 'O'), ('the', 'O'), ('aetiology', 'O'), ('of', 'O'), ('LGS', 'B'), ('may', 'O'), ('be', 'O'), ('a', 'O'), ('more', 'O'), ('complex', 'O'), ('issue', 'O'))"
Myotonic dystrophy is closely linked to the gene for muscle - type creatine kinase ( CKMM ) .,"(('Myotonic', 'B'), ('dystrophy', 'I'), ('is', 'O'), ('closely', 'O'), ('linked', 'O'), ('to', 'O'), ('the', 'O'), ('gene', 'O'), ('for', 'O'), ('muscle', 'O'), ('-', 'O'), ('type', 'O'), ('creatine', 'O'), ('kinase', 'O'), ('(', 'O'), ('CKMM', 'O'), (')', 'O'), ('.', 'O'))"
We have studied genetic linkage between the gene for creatine kinase muscle type ( CKMM ) and the gene for myotonic dystrophy ( DM ) .,"(('We', 'O'), ('have', 'O'), ('studied', 'O'), ('genetic', 'O'), ('linkage', 'O'), ('between', 'O'), ('the', 'O'), ('gene', 'O'), ('for', 'O'), ('creatine', 'O'), ('kinase', 'O'), ('muscle', 'O'), ('type', 'O'), ('(', 'O'), ('CKMM', 'O'), (')', 'O'), ('and', 'O'), ('the', 'O'), ('gene', 'O'), ('for', 'O'), ('myotonic', 'B'), ('dystrophy', 'I'), ('(', 'O'), ('DM', 'B'), (')', 'O'), ('.', 'O'))"
"In a panel of 65 myotonic dystrophy families from Canada and the Netherlands , a maximum lod score ( Zmax ) of 22 .","(('In', 'O'), ('a', 'O'), ('panel', 'O'), ('of', 'O'), ('65', 'O'), ('myotonic', 'B'), ('dystrophy', 'I'), ('families', 'O'), ('from', 'O'), ('Canada', 'O'), ('and', 'O'), ('the', 'O'), ('Netherlands', 'O'), (',', 'O'), ('a', 'O'), ('maximum', 'O'), ('lod', 'O'), ('score', 'O'), ('(', 'O'), ('Zmax', 'O'), (')', 'O'), ('of', 'O'), ('22', 'O'), ('.', 'O'))"
8 at a recombination frequency ( theta ) of 0 .,"(('8', 'O'), ('at', 'O'), ('a', 'O'), ('recombination', 'O'), ('frequency', 'O'), ('(', 'O'), ('theta', 'O'), (')', 'O'), ('of', 'O'), ('0', 'O'), ('.', 'O'))"
03 was obtained .,"(('03', 'O'), ('was', 'O'), ('obtained', 'O'), ('.', 'O'))"
Tight linkage was also demonstrated for CKMM and the gene for apolipoprotein C2 ( ApoC2 ) .,"(('Tight', 'O'), ('linkage', 'O'), ('was', 'O'), ('also', 'O'), ('demonstrated', 'O'), ('for', 'O'), ('CKMM', 'O'), ('and', 'O'), ('the', 'O'), ('gene', 'O'), ('for', 'O'), ('apolipoprotein', 'O'), ('C2', 'O'), ('(', 'O'), ('ApoC2', 'O'), (')', 'O'), ('.', 'O'))"
This establishes CKMM as a useful marker for myotonic dystrophy,"(('This', 'O'), ('establishes', 'O'), ('CKMM', 'O'), ('as', 'O'), ('a', 'O'), ('useful', 'O'), ('marker', 'O'), ('for', 'O'), ('myotonic', 'B'), ('dystrophy', 'I'))"
Color vision defects in adrenomyeloneuropathy .,"(('Color', 'B'), ('vision', 'I'), ('defects', 'I'), ('in', 'O'), ('adrenomyeloneuropathy', 'B'), ('.', 'O'))"
The relationship between abnormal color vision and adrenomyeloneuropathy ( AMN ) was investigated in 27 AMN patients and 31 age - matched controls by using the Farnsworth - Munsell 100 Hue test .,"(('The', 'O'), ('relationship', 'O'), ('between', 'O'), ('abnormal', 'B'), ('color', 'I'), ('vision', 'I'), ('and', 'O'), ('adrenomyeloneuropathy', 'B'), ('(', 'O'), ('AMN', 'B'), (')', 'O'), ('was', 'O'), ('investigated', 'O'), ('in', 'O'), ('27', 'O'), ('AMN', 'B'), ('patients', 'O'), ('and', 'O'), ('31', 'O'), ('age', 'O'), ('-', 'O'), ('matched', 'O'), ('controls', 'O'), ('by', 'O'), ('using', 'O'), ('the', 'O'), ('Farnsworth', 'O'), ('-', 'O'), ('Munsell', 'O'), ('100', 'O'), ('Hue', 'O'), ('test', 'O'), ('.', 'O'))"
Twelve ( 44 % ) of 27 patients showed test scores significantly above normal .,"(('Twelve', 'O'), ('(', 'O'), ('44', 'O'), ('%', 'O'), (')', 'O'), ('of', 'O'), ('27', 'O'), ('patients', 'O'), ('showed', 'O'), ('test', 'O'), ('scores', 'O'), ('significantly', 'O'), ('above', 'O'), ('normal', 'O'), ('.', 'O'))"
"The axes of bipolarity determined by the testing differed widely between the patients with abnormal scores , compatible with the notion that different alterations in visual pigment genes occur in different AMN kindreds .","(('The', 'O'), ('axes', 'O'), ('of', 'O'), ('bipolarity', 'O'), ('determined', 'O'), ('by', 'O'), ('the', 'O'), ('testing', 'O'), ('differed', 'O'), ('widely', 'O'), ('between', 'O'), ('the', 'O'), ('patients', 'O'), ('with', 'O'), ('abnormal', 'O'), ('scores', 'O'), (',', 'O'), ('compatible', 'O'), ('with', 'O'), ('the', 'O'), ('notion', 'O'), ('that', 'O'), ('different', 'O'), ('alterations', 'O'), ('in', 'O'), ('visual', 'O'), ('pigment', 'O'), ('genes', 'O'), ('occur', 'O'), ('in', 'O'), ('different', 'O'), ('AMN', 'B'), ('kindreds', 'O'), ('.', 'O'))"
"These observations confirm our earlier impression that the frequency of abnormal color vision is increased in these kindreds , and it supports our contentions that ( 1 ) AMN ( and its companion , adrenoleukodystrophy ) are very closely linked to the visual pigment loci at Xq28 and ( 2 ) this proximity might provide the opportunity to observe contiguous gene defects . .","(('These', 'O'), ('observations', 'O'), ('confirm', 'O'), ('our', 'O'), ('earlier', 'O'), ('impression', 'O'), ('that', 'O'), ('the', 'O'), ('frequency', 'O'), ('of', 'O'), ('abnormal', 'B'), ('color', 'I'), ('vision', 'I'), ('is', 'O'), ('increased', 'O'), ('in', 'O'), ('these', 'O'), ('kindreds', 'O'), (',', 'O'), ('and', 'O'), ('it', 'O'), ('supports', 'O'), ('our', 'O'), ('contentions', 'O'), ('that', 'O'), ('(', 'O'), ('1', 'O'), (')', 'O'), ('AMN', 'B'), ('(', 'O'), ('and', 'O'), ('its', 'O'), ('companion', 'O'), (',', 'O'), ('adrenoleukodystrophy', 'B'), (')', 'O'), ('are', 'O'), ('very', 'O'), ('closely', 'O'), ('linked', 'O'), ('to', 'O'), ('the', 'O'), ('visual', 'O'), ('pigment', 'O'), ('loci', 'O'), ('at', 'O'), ('Xq28', 'O'), ('and', 'O'), ('(', 'O'), ('2', 'O'), (')', 'O'), ('this', 'O'), ('proximity', 'O'), ('might', 'O'), ('provide', 'O'), ('the', 'O'), ('opportunity', 'O'), ('to', 'O'), ('observe', 'O'), ('contiguous', 'B'), ('gene', 'I'), ('defects', 'I'), ('.', 'O'), ('.', 'O'))"
Molecular analysis of a female Lesch - Nyhan patient .,"(('Molecular', 'O'), ('analysis', 'O'), ('of', 'O'), ('a', 'O'), ('female', 'O'), ('Lesch', 'B'), ('-', 'I'), ('Nyhan', 'I'), ('patient', 'O'), ('.', 'O'))"
We report the identification of a female patient with the X - linked recessive Lesch - Nyhan syndrome ( hypoxanthine phosphoribosyltransferase [ HPRT ] deficiency ) .,"(('We', 'O'), ('report', 'O'), ('the', 'O'), ('identification', 'O'), ('of', 'O'), ('a', 'O'), ('female', 'O'), ('patient', 'O'), ('with', 'O'), ('the', 'O'), ('X', 'O'), ('-', 'O'), ('linked', 'O'), ('recessive', 'O'), ('Lesch', 'B'), ('-', 'I'), ('Nyhan', 'I'), ('syndrome', 'I'), ('(', 'O'), ('hypoxanthine', 'B'), ('phosphoribosyltransferase', 'I'), ('[', 'I'), ('HPRT', 'I'), (']', 'I'), ('deficiency', 'I'), (')', 'O'), ('.', 'O'))"
Cytogenetic and carrier studies revealed structurally normal chromosomes for this patient and her parents and demonstrated that this mutation arose through a de novo gametic event .,"(('Cytogenetic', 'O'), ('and', 'O'), ('carrier', 'O'), ('studies', 'O'), ('revealed', 'O'), ('structurally', 'O'), ('normal', 'O'), ('chromosomes', 'O'), ('for', 'O'), ('this', 'O'), ('patient', 'O'), ('and', 'O'), ('her', 'O'), ('parents', 'O'), ('and', 'O'), ('demonstrated', 'O'), ('that', 'O'), ('this', 'O'), ('mutation', 'O'), ('arose', 'O'), ('through', 'O'), ('a', 'O'), ('de', 'O'), ('novo', 'O'), ('gametic', 'O'), ('event', 'O'), ('.', 'O'))"
"Comparison of this patients DNA with the DNA of her parents revealed that a microdeletion , which occurred within a maternal gamete and involved the entire HPRT gene , was partially responsible for the disease in this patient .","(('Comparison', 'O'), ('of', 'O'), ('this', 'O'), ('patients', 'O'), ('DNA', 'O'), ('with', 'O'), ('the', 'O'), ('DNA', 'O'), ('of', 'O'), ('her', 'O'), ('parents', 'O'), ('revealed', 'O'), ('that', 'O'), ('a', 'O'), ('microdeletion', 'O'), (',', 'O'), ('which', 'O'), ('occurred', 'O'), ('within', 'O'), ('a', 'O'), ('maternal', 'O'), ('gamete', 'O'), ('and', 'O'), ('involved', 'O'), ('the', 'O'), ('entire', 'O'), ('HPRT', 'O'), ('gene', 'O'), (',', 'O'), ('was', 'O'), ('partially', 'O'), ('responsible', 'O'), ('for', 'O'), ('the', 'O'), ('disease', 'O'), ('in', 'O'), ('this', 'O'), ('patient', 'O'), ('.', 'O'))"
"Somatic cell hybrids , generated to separate maternal and paternal X chromosomes , showed that expression of two additional X - linked enzymes , phosphoglycerate kinase and glucose - 6 - phosphate dehydrogenase , were expressed only in cells that contained the maternal X chromosome , suggesting the presence of a functionally inactive paternal X chromosome .","(('Somatic', 'O'), ('cell', 'O'), ('hybrids', 'O'), (',', 'O'), ('generated', 'O'), ('to', 'O'), ('separate', 'O'), ('maternal', 'O'), ('and', 'O'), ('paternal', 'O'), ('X', 'O'), ('chromosomes', 'O'), (',', 'O'), ('showed', 'O'), ('that', 'O'), ('expression', 'O'), ('of', 'O'), ('two', 'O'), ('additional', 'O'), ('X', 'O'), ('-', 'O'), ('linked', 'O'), ('enzymes', 'O'), (',', 'O'), ('phosphoglycerate', 'O'), ('kinase', 'O'), ('and', 'O'), ('glucose', 'O'), ('-', 'O'), ('6', 'O'), ('-', 'O'), ('phosphate', 'O'), ('dehydrogenase', 'O'), (',', 'O'), ('were', 'O'), ('expressed', 'O'), ('only', 'O'), ('in', 'O'), ('cells', 'O'), ('that', 'O'), ('contained', 'O'), ('the', 'O'), ('maternal', 'O'), ('X', 'O'), ('chromosome', 'O'), (',', 'O'), ('suggesting', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('a', 'O'), ('functionally', 'O'), ('inactive', 'O'), ('paternal', 'O'), ('X', 'O'), ('chromosome', 'O'), ('.', 'O'))"
"Furthermore , comparison of methylation patterns within a region of the HPRT gene known to be important in gene regulation revealed differences between DNA from the father and the patient , in keeping with an active HPRT locus in the father and an inactive HPRT locus in the patient .","(('Furthermore', 'O'), (',', 'O'), ('comparison', 'O'), ('of', 'O'), ('methylation', 'O'), ('patterns', 'O'), ('within', 'O'), ('a', 'O'), ('region', 'O'), ('of', 'O'), ('the', 'O'), ('HPRT', 'O'), ('gene', 'O'), ('known', 'O'), ('to', 'O'), ('be', 'O'), ('important', 'O'), ('in', 'O'), ('gene', 'O'), ('regulation', 'O'), ('revealed', 'O'), ('differences', 'O'), ('between', 'O'), ('DNA', 'O'), ('from', 'O'), ('the', 'O'), ('father', 'O'), ('and', 'O'), ('the', 'O'), ('patient', 'O'), (',', 'O'), ('in', 'O'), ('keeping', 'O'), ('with', 'O'), ('an', 'O'), ('active', 'O'), ('HPRT', 'O'), ('locus', 'O'), ('in', 'O'), ('the', 'O'), ('father', 'O'), ('and', 'O'), ('an', 'O'), ('inactive', 'O'), ('HPRT', 'O'), ('locus', 'O'), ('in', 'O'), ('the', 'O'), ('patient', 'O'), ('.', 'O'))"
Together these data indicate that nonrandom inactivation of the cytogenetically normal paternal X chromosome and a microdeletion of the HPRT gene on an active maternal X chromosome were responsible for the absence of HPRT in this patient . .,"(('Together', 'O'), ('these', 'O'), ('data', 'O'), ('indicate', 'O'), ('that', 'O'), ('nonrandom', 'O'), ('inactivation', 'O'), ('of', 'O'), ('the', 'O'), ('cytogenetically', 'O'), ('normal', 'O'), ('paternal', 'O'), ('X', 'O'), ('chromosome', 'O'), ('and', 'O'), ('a', 'O'), ('microdeletion', 'O'), ('of', 'O'), ('the', 'O'), ('HPRT', 'O'), ('gene', 'O'), ('on', 'O'), ('an', 'O'), ('active', 'O'), ('maternal', 'O'), ('X', 'O'), ('chromosome', 'O'), ('were', 'O'), ('responsible', 'O'), ('for', 'O'), ('the', 'O'), ('absence', 'O'), ('of', 'O'), ('HPRT', 'O'), ('in', 'O'), ('this', 'O'), ('patient', 'O'), ('.', 'O'), ('.', 'O'))"
Pelizaeus - Merzbacher disease : an X - linked neurologic disorder of myelin metabolism with a novel mutation in the gene encoding proteolipid protein .,"(('Pelizaeus', 'B'), ('-', 'I'), ('Merzbacher', 'I'), ('disease', 'I'), (':', 'O'), ('an', 'O'), ('X', 'B'), ('-', 'I'), ('linked', 'I'), ('neurologic', 'I'), ('disorder', 'I'), ('of', 'I'), ('myelin', 'I'), ('metabolism', 'I'), ('with', 'O'), ('a', 'O'), ('novel', 'O'), ('mutation', 'O'), ('in', 'O'), ('the', 'O'), ('gene', 'O'), ('encoding', 'O'), ('proteolipid', 'O'), ('protein', 'O'), ('.', 'O'))"
The nosology of the inborn errors of myelin metabolism has been stymied by the lack of molecular genetic analysis .,"(('The', 'O'), ('nosology', 'O'), ('of', 'O'), ('the', 'O'), ('inborn', 'B'), ('errors', 'I'), ('of', 'I'), ('myelin', 'I'), ('metabolism', 'I'), ('has', 'O'), ('been', 'O'), ('stymied', 'O'), ('by', 'O'), ('the', 'O'), ('lack', 'O'), ('of', 'O'), ('molecular', 'O'), ('genetic', 'O'), ('analysis', 'O'), ('.', 'O'))"
"Historically , Pelizaeus - Merzbacher disease has encompassed a host of neurologic disorders that present with a deficit of myelin , the membrane elaborated by glial cells that encircles and successively enwraps axons .","(('Historically', 'O'), (',', 'O'), ('Pelizaeus', 'B'), ('-', 'I'), ('Merzbacher', 'I'), ('disease', 'I'), ('has', 'O'), ('encompassed', 'O'), ('a', 'O'), ('host', 'O'), ('of', 'O'), ('neurologic', 'B'), ('disorders', 'I'), ('that', 'O'), ('present', 'O'), ('with', 'O'), ('a', 'O'), ('deficit', 'B'), ('of', 'I'), ('myelin', 'I'), (',', 'O'), ('the', 'O'), ('membrane', 'O'), ('elaborated', 'O'), ('by', 'O'), ('glial', 'O'), ('cells', 'O'), ('that', 'O'), ('encircles', 'O'), ('and', 'O'), ('successively', 'O'), ('enwraps', 'O'), ('axons', 'O'), ('.', 'O'))"
"We describe here a Pelizaeus - Merzbacher pedigree of the classical type , with X - linked inheritance , a typical clinical progression , and a pathologic loss of myelinating cells and myelin in the central nervous system .","(('We', 'O'), ('describe', 'O'), ('here', 'O'), ('a', 'O'), ('Pelizaeus', 'B'), ('-', 'I'), ('Merzbacher', 'I'), ('pedigree', 'O'), ('of', 'O'), ('the', 'O'), ('classical', 'O'), ('type', 'O'), (',', 'O'), ('with', 'O'), ('X', 'O'), ('-', 'O'), ('linked', 'O'), ('inheritance', 'O'), (',', 'O'), ('a', 'O'), ('typical', 'O'), ('clinical', 'O'), ('progression', 'O'), (',', 'O'), ('and', 'O'), ('a', 'O'), ('pathologic', 'O'), ('loss', 'O'), ('of', 'O'), ('myelinating', 'O'), ('cells', 'O'), ('and', 'O'), ('myelin', 'O'), ('in', 'O'), ('the', 'O'), ('central', 'O'), ('nervous', 'O'), ('system', 'O'), ('.', 'O'))"
"To discriminate variants of Pelizaeus - Merzbacher disease , a set of oligonucleotide primers was constructed to polymerase - chain - reaction ( PCR ) amplify and sequence the gene encoding proteolipid protein ( PLP ) , a structural protein that comprises half of the protein of the myelin sheath .","(('To', 'O'), ('discriminate', 'O'), ('variants', 'O'), ('of', 'O'), ('Pelizaeus', 'B'), ('-', 'I'), ('Merzbacher', 'I'), ('disease', 'I'), (',', 'O'), ('a', 'O'), ('set', 'O'), ('of', 'O'), ('oligonucleotide', 'O'), ('primers', 'O'), ('was', 'O'), ('constructed', 'O'), ('to', 'O'), ('polymerase', 'O'), ('-', 'O'), ('chain', 'O'), ('-', 'O'), ('reaction', 'O'), ('(', 'O'), ('PCR', 'O'), (')', 'O'), ('amplify', 'O'), ('and', 'O'), ('sequence', 'O'), ('the', 'O'), ('gene', 'O'), ('encoding', 'O'), ('proteolipid', 'O'), ('protein', 'O'), ('(', 'O'), ('PLP', 'O'), (')', 'O'), (',', 'O'), ('a', 'O'), ('structural', 'O'), ('protein', 'O'), ('that', 'O'), ('comprises', 'O'), ('half', 'O'), ('of', 'O'), ('the', 'O'), ('protein', 'O'), ('of', 'O'), ('the', 'O'), ('myelin', 'O'), ('sheath', 'O'), ('.', 'O'))"
"The PLP gene in one of two affected males and the carrier mother of this family exhibited a single base difference in the more than 2 kb of the PLP gene sequenced , a C - - - - T transition that would create a serine substitution for proline at the carboxy end of the protein .","(('The', 'O'), ('PLP', 'O'), ('gene', 'O'), ('in', 'O'), ('one', 'O'), ('of', 'O'), ('two', 'O'), ('affected', 'O'), ('males', 'O'), ('and', 'O'), ('the', 'O'), ('carrier', 'O'), ('mother', 'O'), ('of', 'O'), ('this', 'O'), ('family', 'O'), ('exhibited', 'O'), ('a', 'O'), ('single', 'O'), ('base', 'O'), ('difference', 'O'), ('in', 'O'), ('the', 'O'), ('more', 'O'), ('than', 'O'), ('2', 'O'), ('kb', 'O'), ('of', 'O'), ('the', 'O'), ('PLP', 'O'), ('gene', 'O'), ('sequenced', 'O'), (',', 'O'), ('a', 'O'), ('C', 'O'), ('-', 'O'), ('-', 'O'), ('-', 'O'), ('-', 'O'), ('T', 'O'), ('transition', 'O'), ('that', 'O'), ('would', 'O'), ('create', 'O'), ('a', 'O'), ('serine', 'O'), ('substitution', 'O'), ('for', 'O'), ('proline', 'O'), ('at', 'O'), ('the', 'O'), ('carboxy', 'O'), ('end', 'O'), ('of', 'O'), ('the', 'O'), ('protein', 'O'), ('.', 'O'))"
"Our results delineate the clinical features of Pelizaeus - Merzbacher disease , define the possible molecular pathology of this dysmyelinating disorder , and address the molecular classification of inborn errors of myelin metabolism .","(('Our', 'O'), ('results', 'O'), ('delineate', 'O'), ('the', 'O'), ('clinical', 'O'), ('features', 'O'), ('of', 'O'), ('Pelizaeus', 'B'), ('-', 'I'), ('Merzbacher', 'I'), ('disease', 'I'), (',', 'O'), ('define', 'O'), ('the', 'O'), ('possible', 'O'), ('molecular', 'O'), ('pathology', 'O'), ('of', 'O'), ('this', 'O'), ('dysmyelinating', 'B'), ('disorder', 'I'), (',', 'O'), ('and', 'O'), ('address', 'O'), ('the', 'O'), ('molecular', 'O'), ('classification', 'O'), ('of', 'O'), ('inborn', 'B'), ('errors', 'I'), ('of', 'I'), ('myelin', 'I'), ('metabolism', 'I'), ('.', 'O'))"
"Patients with the classical form ( type I ) and the more severely affected , connatal variant of Pelizaeus - Merzbacher disease ( type II ) would be predicted to display mutation at the PLP locus .","(('Patients', 'O'), ('with', 'O'), ('the', 'O'), ('classical', 'O'), ('form', 'O'), ('(', 'O'), ('type', 'O'), ('I', 'O'), (')', 'O'), ('and', 'O'), ('the', 'O'), ('more', 'O'), ('severely', 'O'), ('affected', 'O'), (',', 'O'), ('connatal', 'O'), ('variant', 'O'), ('of', 'O'), ('Pelizaeus', 'B'), ('-', 'I'), ('Merzbacher', 'I'), ('disease', 'I'), ('(', 'I'), ('type', 'I'), ('II', 'I'), (')', 'I'), ('would', 'O'), ('be', 'O'), ('predicted', 'O'), ('to', 'O'), ('display', 'O'), ('mutation', 'O'), ('at', 'O'), ('the', 'O'), ('PLP', 'O'), ('locus', 'O'), ('.', 'O'))"
"The other variants ( types III - VI ) , which have sometimes been categorized as Pelizaeus - Merzbacher disease , may represent mutations in genes encoding other structural myelin proteins or proteins critical to myelination . .","(('The', 'O'), ('other', 'O'), ('variants', 'O'), ('(', 'O'), ('types', 'O'), ('III', 'O'), ('-', 'O'), ('VI', 'O'), (')', 'O'), (',', 'O'), ('which', 'O'), ('have', 'O'), ('sometimes', 'O'), ('been', 'O'), ('categorized', 'O'), ('as', 'O'), ('Pelizaeus', 'B'), ('-', 'I'), ('Merzbacher', 'I'), ('disease', 'I'), (',', 'O'), ('may', 'O'), ('represent', 'O'), ('mutations', 'O'), ('in', 'O'), ('genes', 'O'), ('encoding', 'O'), ('other', 'O'), ('structural', 'O'), ('myelin', 'O'), ('proteins', 'O'), ('or', 'O'), ('proteins', 'O'), ('critical', 'O'), ('to', 'O'), ('myelination', 'O'), ('.', 'O'), ('.', 'O'))"
Molecular basis of human von Willebrand disease : analysis of platelet von Willebrand factor mRNA .,"(('Molecular', 'O'), ('basis', 'O'), ('of', 'O'), ('human', 'O'), ('von', 'B'), ('Willebrand', 'I'), ('disease', 'I'), (':', 'O'), ('analysis', 'O'), ('of', 'O'), ('platelet', 'O'), ('von', 'B'), ('Willebrand', 'I'), ('factor', 'O'), ('mRNA', 'O'), ('.', 'O'))"
"von Willebrand disease ( vWD ) , the most common inherited bleeding disorder in humans , can result from either a quantitative or a qualitative defect in the adhesive glycoprotein , von Willebrand factor ( vWF ) .","(('von', 'B'), ('Willebrand', 'I'), ('disease', 'I'), ('(', 'O'), ('vWD', 'B'), (')', 'O'), (',', 'O'), ('the', 'O'), ('most', 'O'), ('common', 'O'), ('inherited', 'B'), ('bleeding', 'I'), ('disorder', 'I'), ('in', 'O'), ('humans', 'O'), (',', 'O'), ('can', 'O'), ('result', 'O'), ('from', 'O'), ('either', 'O'), ('a', 'O'), ('quantitative', 'O'), ('or', 'O'), ('a', 'O'), ('qualitative', 'O'), ('defect', 'O'), ('in', 'O'), ('the', 'O'), ('adhesive', 'O'), ('glycoprotein', 'O'), (',', 'O'), ('von', 'B'), ('Willebrand', 'I'), ('factor', 'O'), ('(', 'O'), ('vWF', 'O'), (')', 'O'), ('.', 'O'))"
Molecular studies of vWD have been limited by the large size of the vWF gene and difficulty in obtaining the vWF mRNA from patients .,"(('Molecular', 'O'), ('studies', 'O'), ('of', 'O'), ('vWD', 'B'), ('have', 'O'), ('been', 'O'), ('limited', 'O'), ('by', 'O'), ('the', 'O'), ('large', 'O'), ('size', 'O'), ('of', 'O'), ('the', 'O'), ('vWF', 'O'), ('gene', 'O'), ('and', 'O'), ('difficulty', 'O'), ('in', 'O'), ('obtaining', 'O'), ('the', 'O'), ('vWF', 'O'), ('mRNA', 'O'), ('from', 'O'), ('patients', 'O'), ('.', 'O'))"
"By use of an adaptation of the polymerase chain reaction , vWF mRNA was amplified and sequenced from peripheral blood platelets .","(('By', 'O'), ('use', 'O'), ('of', 'O'), ('an', 'O'), ('adaptation', 'O'), ('of', 'O'), ('the', 'O'), ('polymerase', 'O'), ('chain', 'O'), ('reaction', 'O'), (',', 'O'), ('vWF', 'O'), ('mRNA', 'O'), ('was', 'O'), ('amplified', 'O'), ('and', 'O'), ('sequenced', 'O'), ('from', 'O'), ('peripheral', 'O'), ('blood', 'O'), ('platelets', 'O'), ('.', 'O'))"
"A silent vWF allele was identified , resulting from a cis defect in vWF mRNA transcription or processing .","(('A', 'O'), ('silent', 'O'), ('vWF', 'O'), ('allele', 'O'), ('was', 'O'), ('identified', 'O'), (',', 'O'), ('resulting', 'O'), ('from', 'O'), ('a', 'O'), ('cis', 'O'), ('defect', 'O'), ('in', 'O'), ('vWF', 'O'), ('mRNA', 'O'), ('transcription', 'O'), ('or', 'O'), ('processing', 'O'), ('.', 'O'))"
"In two type IIA vWD patients , two different but adjacent missense mutations were identified , the locations of which may identify an important vWF functional domain .","(('In', 'O'), ('two', 'O'), ('type', 'B'), ('IIA', 'I'), ('vWD', 'I'), ('patients', 'O'), (',', 'O'), ('two', 'O'), ('different', 'O'), ('but', 'O'), ('adjacent', 'O'), ('missense', 'O'), ('mutations', 'O'), ('were', 'O'), ('identified', 'O'), (',', 'O'), ('the', 'O'), ('locations', 'O'), ('of', 'O'), ('which', 'O'), ('may', 'O'), ('identify', 'O'), ('an', 'O'), ('important', 'O'), ('vWF', 'O'), ('functional', 'O'), ('domain', 'O'), ('.', 'O'))"
Expression in heterologous cells of recombinant vWF containing one of these latter mutations reproduced the characteristic structural abnormality seen in type IIA vWD plasma . .,"(('Expression', 'O'), ('in', 'O'), ('heterologous', 'O'), ('cells', 'O'), ('of', 'O'), ('recombinant', 'O'), ('vWF', 'O'), ('containing', 'O'), ('one', 'O'), ('of', 'O'), ('these', 'O'), ('latter', 'O'), ('mutations', 'O'), ('reproduced', 'O'), ('the', 'O'), ('characteristic', 'O'), ('structural', 'O'), ('abnormality', 'O'), ('seen', 'O'), ('in', 'O'), ('type', 'B'), ('IIA', 'I'), ('vWD', 'I'), ('plasma', 'O'), ('.', 'O'), ('.', 'O'))"
Familial deficiency of the seventh component of complement associated with recurrent meningococcal infections .,"(('Familial', 'B'), ('deficiency', 'I'), ('of', 'I'), ('the', 'I'), ('seventh', 'I'), ('component', 'I'), ('of', 'I'), ('complement', 'I'), ('associated', 'O'), ('with', 'O'), ('recurrent', 'O'), ('meningococcal', 'B'), ('infections', 'I'), ('.', 'O'))"
We describe an 11 - year - old girl suffering from recurrent meningitis with a complete absence of the seventh component of complement ( C7 ) .,"(('We', 'O'), ('describe', 'O'), ('an', 'O'), ('11', 'O'), ('-', 'O'), ('year', 'O'), ('-', 'O'), ('old', 'O'), ('girl', 'O'), ('suffering', 'O'), ('from', 'O'), ('recurrent', 'B'), ('meningitis', 'I'), ('with', 'O'), ('a', 'O'), ('complete', 'O'), ('absence', 'B'), ('of', 'I'), ('the', 'I'), ('seventh', 'I'), ('component', 'I'), ('of', 'I'), ('complement', 'I'), ('(', 'O'), ('C7', 'O'), (')', 'O'), ('.', 'O'))"
Diagnosis was established by haemolytic titration and western blotting .,"(('Diagnosis', 'O'), ('was', 'O'), ('established', 'O'), ('by', 'O'), ('haemolytic', 'O'), ('titration', 'O'), ('and', 'O'), ('western', 'O'), ('blotting', 'O'), ('.', 'O'))"
The patients serum lacked the 85 kDa C7 chain .,"(('The', 'O'), ('patients', 'O'), ('serum', 'O'), ('lacked', 'O'), ('the', 'O'), ('85', 'O'), ('kDa', 'O'), ('C7', 'O'), ('chain', 'O'), ('.', 'O'))"
