Sentence,Tags
Prenatal exposure to fluoxetine induces fetal pulmonary hypertension in the rat .,"(('Prenatal', 'O'), ('exposure', 'O'), ('to', 'O'), ('fluoxetine', 'O'), ('induces', 'O'), ('fetal', 'B'), ('pulmonary', 'I'), ('hypertension', 'I'), ('in', 'O'), ('the', 'O'), ('rat', 'O'), ('.', 'O'))$$$"
"As compared with controls , fluoxetine exposure resulted in fetal pulmonary hypertension as evidenced by an increase in the weight ratio of the right ventricle to the left ventricle plus septum ( P = 0 . 02 ) and by an increase in pulmonary arterial medial thickness ( P < 0 . 01 ) .","(('As', 'O'), ('compared', 'O'), ('with', 'O'), ('controls', 'O'), (',', 'O'), ('fluoxetine', 'O'), ('exposure', 'O'), ('resulted', 'O'), ('in', 'O'), ('fetal', 'B'), ('pulmonary', 'I'), ('hypertension', 'I'), ('as', 'O'), ('evidenced', 'O'), ('by', 'O'), ('an', 'O'), ('increase', 'O'), ('in', 'O'), ('the', 'O'), ('weight', 'O'), ('ratio', 'O'), ('of', 'O'), ('the', 'O'), ('right', 'O'), ('ventricle', 'O'), ('to', 'O'), ('the', 'O'), ('left', 'O'), ('ventricle', 'O'), ('plus', 'O'), ('septum', 'O'), ('(', 'O'), ('P', 'O'), ('=', 'O'), ('0', 'O'), ('.', 'O'), ('02', 'O'), (')', 'O'), ('and', 'O'), ('by', 'O'), ('an', 'O'), ('increase', 'O'), ('in', 'O'), ('pulmonary', 'O'), ('arterial', 'O'), ('medial', 'O'), ('thickness', 'O'), ('(', 'O'), ('P', 'O'), ('<', 'O'), ('0', 'O'), ('.', 'O'), ('01', 'O'), (')', 'O'), ('.', 'O'))$$$"
AIM : To report a case of optic and peripheral neuropathy after chronic use of disulfiram for alcohol dependence management .,"(('AIM', 'O'), (':', 'O'), ('To', 'O'), ('report', 'O'), ('a', 'O'), ('case', 'O'), ('of', 'O'), ('optic', 'B'), ('and', 'I'), ('peripheral', 'I'), ('neuropathy', 'I'), ('after', 'O'), ('chronic', 'O'), ('use', 'O'), ('of', 'O'), ('disulfiram', 'O'), ('for', 'O'), ('alcohol', 'B'), ('dependence', 'I'), ('management', 'O'), ('.', 'O'))$$$"
RESULTS : A 57 - year - old male presented with gradual loss of vision in both eyes with intermittent headaches for 2 months .,"(('RESULTS', 'O'), (':', 'O'), ('A', 'O'), ('57', 'O'), ('-', 'O'), ('year', 'O'), ('-', 'O'), ('old', 'O'), ('male', 'O'), ('presented', 'O'), ('with', 'O'), ('gradual', 'O'), ('loss', 'B'), ('of', 'I'), ('vision', 'I'), ('in', 'O'), ('both', 'O'), ('eyes', 'O'), ('with', 'O'), ('intermittent', 'O'), ('headaches', 'B'), ('for', 'O'), ('2', 'O'), ('months', 'O'), ('.', 'O'))$$$"
OBJECTIVE : To report the incidence and management of elevated intraocular pressure ( IOP ) in patients with uveitis treated with the fluocinolone acetonide ( FA ) intravitreal implant .,"(('OBJECTIVE', 'O'), (':', 'O'), ('To', 'O'), ('report', 'O'), ('the', 'O'), ('incidence', 'O'), ('and', 'O'), ('management', 'O'), ('of', 'O'), ('elevated', 'B'), ('intraocular', 'I'), ('pressure', 'I'), ('(', 'O'), ('IOP', 'O'), (')', 'O'), ('in', 'O'), ('patients', 'O'), ('with', 'O'), ('uveitis', 'B'), ('treated', 'O'), ('with', 'O'), ('the', 'O'), ('fluocinolone', 'O'), ('acetonide', 'O'), ('(', 'O'), ('FA', 'O'), (')', 'O'), ('intravitreal', 'O'), ('implant', 'O'), ('.', 'O'))$$$"
"In contrast , AZT - treated FasL Tg mice developed cardiac dilation and depressed cardiac function in a dose - dependent manner , with concomitant inflammatory infiltration of both ventricles .","(('In', 'O'), ('contrast', 'O'), (',', 'O'), ('AZT', 'O'), ('-', 'O'), ('treated', 'O'), ('FasL', 'O'), ('Tg', 'O'), ('mice', 'O'), ('developed', 'O'), ('cardiac', 'B'), ('dilation', 'I'), ('and', 'O'), ('depressed', 'O'), ('cardiac', 'O'), ('function', 'O'), ('in', 'O'), ('a', 'O'), ('dose', 'O'), ('-', 'O'), ('dependent', 'O'), ('manner', 'O'), (',', 'O'), ('with', 'O'), ('concomitant', 'O'), ('inflammatory', 'O'), ('infiltration', 'O'), ('of', 'O'), ('both', 'O'), ('ventricles', 'O'), ('.', 'O'))$$$"
"General safety was also assessed , including adjudicated thrombotic cardiovascular event data .","(('General', 'O'), ('safety', 'O'), ('was', 'O'), ('also', 'O'), ('assessed', 'O'), (',', 'O'), ('including', 'O'), ('adjudicated', 'O'), ('thrombotic', 'B'), ('cardiovascular', 'I'), ('event', 'O'), ('data', 'O'), ('.', 'O'))$$$"
CONCLUSION : This appears to be the first reported case documenting a possible association between CC and myocardial infarction .,"(('CONCLUSION', 'O'), (':', 'O'), ('This', 'O'), ('appears', 'O'), ('to', 'O'), ('be', 'O'), ('the', 'O'), ('first', 'O'), ('reported', 'O'), ('case', 'O'), ('documenting', 'O'), ('a', 'O'), ('possible', 'O'), ('association', 'O'), ('between', 'O'), ('CC', 'O'), ('and', 'O'), ('myocardial', 'B'), ('infarction', 'I'), ('.', 'O'))$$$"
Reverse or inverted left ventricular apical ballooning syndrome ( reverse Takotsubo cardiomyopathy ) in a young woman in the setting of amphetamine use .,"(('Reverse', 'O'), ('or', 'O'), ('inverted', 'O'), ('left', 'B'), ('ventricular', 'I'), ('apical', 'I'), ('ballooning', 'I'), ('syndrome', 'I'), ('(', 'O'), ('reverse', 'O'), ('Takotsubo', 'B'), ('cardiomyopathy', 'I'), (')', 'O'), ('in', 'O'), ('a', 'O'), ('young', 'O'), ('woman', 'O'), ('in', 'O'), ('the', 'O'), ('setting', 'O'), ('of', 'O'), ('amphetamine', 'O'), ('use', 'O'), ('.', 'O'))$$$"
"Peripheral edema was reported in 8 . 5 % patients ( 9 / 106 ) in the T + A group compared with 13 . 5 % ( 14 / 104 ) in the A group , and cough was reported in 3 . 8 % patients ( 4 / 106 ) in the T + A group and 1 . 0 % ( 1 / 104 ) patients in the A group ; these differences did not reach statistical significance .","(('Peripheral', 'O'), ('edema', 'B'), ('was', 'O'), ('reported', 'O'), ('in', 'O'), ('8', 'O'), ('.', 'O'), ('5', 'O'), ('%', 'O'), ('patients', 'O'), ('(', 'O'), ('9', 'O'), ('/', 'O'), ('106', 'O'), (')', 'O'), ('in', 'O'), ('the', 'O'), ('T', 'O'), ('+', 'O'), ('A', 'O'), ('group', 'O'), ('compared', 'O'), ('with', 'O'), ('13', 'O'), ('.', 'O'), ('5', 'O'), ('%', 'O'), ('(', 'O'), ('14', 'O'), ('/', 'O'), ('104', 'O'), (')', 'O'), ('in', 'O'), ('the', 'O'), ('A', 'O'), ('group', 'O'), (',', 'O'), ('and', 'O'), ('cough', 'B'), ('was', 'O'), ('reported', 'O'), ('in', 'O'), ('3', 'O'), ('.', 'O'), ('8', 'O'), ('%', 'O'), ('patients', 'O'), ('(', 'O'), ('4', 'O'), ('/', 'O'), ('106', 'O'), (')', 'O'), ('in', 'O'), ('the', 'O'), ('T', 'O'), ('+', 'O'), ('A', 'O'), ('group', 'O'), ('and', 'O'), ('1', 'O'), ('.', 'O'), ('0', 'O'), ('%', 'O'), ('(', 'O'), ('1', 'O'), ('/', 'O'), ('104', 'O'), (')', 'O'), ('patients', 'O'), ('in', 'O'), ('the', 'O'), ('A', 'O'), ('group', 'O'), (';', 'O'), ('these', 'O'), ('differences', 'O'), ('did', 'O'), ('not', 'O'), ('reach', 'O'), ('statistical', 'O'), ('significance', 'O'), ('.', 'O'))$$$"
"CONCLUSIONS : Among these Indian patients with stage II hypertension , the FDC of T + A was found to be significantly more effective , with regard to BP reductions , than A , and both treatments were well tolerated .","(('CONCLUSIONS', 'O'), (':', 'O'), ('Among', 'O'), ('these', 'O'), ('Indian', 'O'), ('patients', 'O'), ('with', 'O'), ('stage', 'O'), ('II', 'O'), ('hypertension', 'B'), (',', 'O'), ('the', 'O'), ('FDC', 'O'), ('of', 'O'), ('T', 'O'), ('+', 'O'), ('A', 'O'), ('was', 'O'), ('found', 'O'), ('to', 'O'), ('be', 'O'), ('significantly', 'O'), ('more', 'O'), ('effective', 'O'), (',', 'O'), ('with', 'O'), ('regard', 'O'), ('to', 'O'), ('BP', 'O'), ('reductions', 'O'), (',', 'O'), ('than', 'O'), ('A', 'O'), (',', 'O'), ('and', 'O'), ('both', 'O'), ('treatments', 'O'), ('were', 'O'), ('well', 'O'), ('tolerated', 'O'), ('.', 'O'))$$$"
Hepatotoxicity associated with sulfasalazine in inflammatory arthritis : A case series from a local surveillance of serious adverse events .,"(('Hepatotoxicity', 'B'), ('associated', 'O'), ('with', 'O'), ('sulfasalazine', 'O'), ('in', 'O'), ('inflammatory', 'O'), ('arthritis', 'B'), (':', 'O'), ('A', 'O'), ('case', 'O'), ('series', 'O'), ('from', 'O'), ('a', 'O'), ('local', 'O'), ('surveillance', 'O'), ('of', 'O'), ('serious', 'O'), ('adverse', 'O'), ('events', 'O'), ('.', 'O'))$$$"
We report an investigation from a local surveillance for serious adverse drug reactions associated with disease modifying anti - rheumatic drugs that was triggered by the occurrence of liver failure in two of our patients .,"(('We', 'O'), ('report', 'O'), ('an', 'O'), ('investigation', 'O'), ('from', 'O'), ('a', 'O'), ('local', 'O'), ('surveillance', 'O'), ('for', 'O'), ('serious', 'O'), ('adverse', 'O'), ('drug', 'O'), ('reactions', 'O'), ('associated', 'O'), ('with', 'O'), ('disease', 'O'), ('modifying', 'O'), ('anti', 'O'), ('-', 'O'), ('rheumatic', 'O'), ('drugs', 'O'), ('that', 'O'), ('was', 'O'), ('triggered', 'O'), ('by', 'O'), ('the', 'O'), ('occurrence', 'O'), ('of', 'O'), ('liver', 'B'), ('failure', 'I'), ('in', 'O'), ('two', 'O'), ('of', 'O'), ('our', 'O'), ('patients', 'O'), ('.', 'O'))$$$"
"Patients ' , who had hepatotoxicity on sulfasalazine and met a definition of a serious ADR , were identified .","(('Patients', 'O'), (""'"", 'O'), (',', 'O'), ('who', 'O'), ('had', 'O'), ('hepatotoxicity', 'B'), ('on', 'O'), ('sulfasalazine', 'O'), ('and', 'O'), ('met', 'O'), ('a', 'O'), ('definition', 'O'), ('of', 'O'), ('a', 'O'), ('serious', 'O'), ('ADR', 'O'), (',', 'O'), ('were', 'O'), ('identified', 'O'), ('.', 'O'))$$$"
"Parturients with normal volume status , heart valves and pulmonary vasculature most often respond to this hypotension with a compensatory increase in heart rate and stroke volume .","(('Parturients', 'O'), ('with', 'O'), ('normal', 'O'), ('volume', 'O'), ('status', 'O'), (',', 'O'), ('heart', 'O'), ('valves', 'O'), ('and', 'O'), ('pulmonary', 'O'), ('vasculature', 'O'), ('most', 'O'), ('often', 'O'), ('respond', 'O'), ('to', 'O'), ('this', 'O'), ('hypotension', 'B'), ('with', 'O'), ('a', 'O'), ('compensatory', 'O'), ('increase', 'O'), ('in', 'O'), ('heart', 'O'), ('rate', 'O'), ('and', 'O'), ('stroke', 'B'), ('volume', 'O'), ('.', 'O'))$$$"
"Hypotension in response to oxytocin was associated with a decrease in systemic vascular resistance and a compensatory increase in stroke volume , heart rate and cardiac output .","(('Hypotension', 'B'), ('in', 'O'), ('response', 'O'), ('to', 'O'), ('oxytocin', 'O'), ('was', 'O'), ('associated', 'O'), ('with', 'O'), ('a', 'O'), ('decrease', 'O'), ('in', 'O'), ('systemic', 'O'), ('vascular', 'O'), ('resistance', 'O'), ('and', 'O'), ('a', 'O'), ('compensatory', 'O'), ('increase', 'O'), ('in', 'O'), ('stroke', 'B'), ('volume', 'O'), (',', 'O'), ('heart', 'O'), ('rate', 'O'), ('and', 'O'), ('cardiac', 'O'), ('output', 'O'), ('.', 'O'))$$$"
HIT antibody levels were measured the day before surgery and on POD 7 and 14 .,"(('HIT', 'B'), ('antibody', 'O'), ('levels', 'O'), ('were', 'O'), ('measured', 'O'), ('the', 'O'), ('day', 'O'), ('before', 'O'), ('surgery', 'O'), ('and', 'O'), ('on', 'O'), ('POD', 'O'), ('7', 'O'), ('and', 'O'), ('14', 'O'), ('.', 'O'))$$$"
"Two patients developed hepatic artery thrombosis on POD 11 and 19 , respectively , although they were HIT antibody - negative and their platelet counts were stable .","(('Two', 'O'), ('patients', 'O'), ('developed', 'O'), ('hepatic', 'O'), ('artery', 'O'), ('thrombosis', 'B'), ('on', 'O'), ('POD', 'O'), ('11', 'O'), ('and', 'O'), ('19', 'O'), (',', 'O'), ('respectively', 'O'), (',', 'O'), ('although', 'O'), ('they', 'O'), ('were', 'O'), ('HIT', 'B'), ('antibody', 'O'), ('-', 'O'), ('negative', 'O'), ('and', 'O'), ('their', 'O'), ('platelet', 'O'), ('counts', 'O'), ('were', 'O'), ('stable', 'O'), ('.', 'O'))$$$"
"The percentage of HIT antibody - positive patients was 0 . 5 % preoperatively , 5 . 6 % on POD 7 , and 5 . 6 % on POD 14 .","(('The', 'O'), ('percentage', 'O'), ('of', 'O'), ('HIT', 'B'), ('antibody', 'O'), ('-', 'O'), ('positive', 'O'), ('patients', 'O'), ('was', 'O'), ('0', 'O'), ('.', 'O'), ('5', 'O'), ('%', 'O'), ('preoperatively', 'O'), (',', 'O'), ('5', 'O'), ('.', 'O'), ('6', 'O'), ('%', 'O'), ('on', 'O'), ('POD', 'O'), ('7', 'O'), (',', 'O'), ('and', 'O'), ('5', 'O'), ('.', 'O'), ('6', 'O'), ('%', 'O'), ('on', 'O'), ('POD', 'O'), ('14', 'O'), ('.', 'O'))$$$"
"This was associated with a reduced activation state of AKT , as well as an increased bax / bcl2 ratio in Western blots , indicating cardiac apoptosis .","(('This', 'O'), ('was', 'O'), ('associated', 'O'), ('with', 'O'), ('a', 'O'), ('reduced', 'O'), ('activation', 'O'), ('state', 'O'), ('of', 'O'), ('AKT', 'O'), (',', 'O'), ('as', 'O'), ('well', 'O'), ('as', 'O'), ('an', 'O'), ('increased', 'O'), ('bax', 'O'), ('/', 'O'), ('bcl2', 'O'), ('ratio', 'O'), ('in', 'O'), ('Western', 'O'), ('blots', 'O'), (',', 'O'), ('indicating', 'O'), ('cardiac', 'B'), ('apoptosis', 'I'), ('.', 'O'))$$$"
These findings suggest that B1R is detrimental in DOX cardiomyopathy in that it mediates the inflammatory response and apoptosis .,"(('These', 'O'), ('findings', 'O'), ('suggest', 'O'), ('that', 'O'), ('B1R', 'O'), ('is', 'O'), ('detrimental', 'O'), ('in', 'O'), ('DOX', 'O'), ('cardiomyopathy', 'B'), ('in', 'O'), ('that', 'O'), ('it', 'O'), ('mediates', 'O'), ('the', 'O'), ('inflammatory', 'O'), ('response', 'O'), ('and', 'O'), ('apoptosis', 'O'), ('.', 'O'))$$$"
These insights might have useful implications for future studies utilizing B1R antagonists for treatment of human DOX cardiomyopathy .,"(('These', 'O'), ('insights', 'O'), ('might', 'O'), ('have', 'O'), ('useful', 'O'), ('implications', 'O'), ('for', 'O'), ('future', 'O'), ('studies', 'O'), ('utilizing', 'O'), ('B1R', 'O'), ('antagonists', 'O'), ('for', 'O'), ('treatment', 'O'), ('of', 'O'), ('human', 'O'), ('DOX', 'O'), ('cardiomyopathy', 'B'), ('.', 'O'))$$$"
Detailed spectral profile analysis of penicillin - induced epileptiform activity in anesthetized rats .,"(('Detailed', 'O'), ('spectral', 'O'), ('profile', 'O'), ('analysis', 'O'), ('of', 'O'), ('penicillin', 'O'), ('-', 'O'), ('induced', 'O'), ('epileptiform', 'B'), ('activity', 'I'), ('in', 'O'), ('anesthetized', 'O'), ('rats', 'O'), ('.', 'O'))$$$"
In the present study we aimed to portray a detailed spectral analysis of penicillin - induced epileptiform activity in comparison with basal brain activity in anesthetized Wistar rats .,"(('In', 'O'), ('the', 'O'), ('present', 'O'), ('study', 'O'), ('we', 'O'), ('aimed', 'O'), ('to', 'O'), ('portray', 'O'), ('a', 'O'), ('detailed', 'O'), ('spectral', 'O'), ('analysis', 'O'), ('of', 'O'), ('penicillin', 'O'), ('-', 'O'), ('induced', 'O'), ('epileptiform', 'B'), ('activity', 'I'), ('in', 'O'), ('comparison', 'O'), ('with', 'O'), ('basal', 'O'), ('brain', 'O'), ('activity', 'O'), ('in', 'O'), ('anesthetized', 'O'), ('Wistar', 'O'), ('rats', 'O'), ('.', 'O'))$$$"
"After a short period of basal activity recording , epileptic focus was induced by injecting 400IU / 2 microl penicillin - G potassium into the left lateral ventricle while the cortical activity was continuously recorded .","(('After', 'O'), ('a', 'O'), ('short', 'O'), ('period', 'O'), ('of', 'O'), ('basal', 'O'), ('activity', 'O'), ('recording', 'O'), (',', 'O'), ('epileptic', 'B'), ('focus', 'O'), ('was', 'O'), ('induced', 'O'), ('by', 'O'), ('injecting', 'O'), ('400IU', 'O'), ('/', 'O'), ('2', 'O'), ('microl', 'O'), ('penicillin', 'O'), ('-', 'O'), ('G', 'O'), ('potassium', 'O'), ('into', 'O'), ('the', 'O'), ('left', 'O'), ('lateral', 'O'), ('ventricle', 'O'), ('while', 'O'), ('the', 'O'), ('cortical', 'O'), ('activity', 'O'), ('was', 'O'), ('continuously', 'O'), ('recorded', 'O'), ('.', 'O'))$$$"
"Basal activity , latent period and the penicillin - induced epileptiform activity periods were then analyzed using both conventional methods and spectral analysis .","(('Basal', 'O'), ('activity', 'O'), (',', 'O'), ('latent', 'O'), ('period', 'O'), ('and', 'O'), ('the', 'O'), ('penicillin', 'O'), ('-', 'O'), ('induced', 'O'), ('epileptiform', 'B'), ('activity', 'I'), ('periods', 'O'), ('were', 'O'), ('then', 'O'), ('analyzed', 'O'), ('using', 'O'), ('both', 'O'), ('conventional', 'O'), ('methods', 'O'), ('and', 'O'), ('spectral', 'O'), ('analysis', 'O'), ('.', 'O'))$$$"
"Our results show that the most affected frequency bands were delta , theta , beta - 2 and gamma - 2 bands during the epileptiform activity and there were marked differences in terms of spectral densities between three investigated episodes ( basal activity , latent period and epileptiform activity ) .","(('Our', 'O'), ('results', 'O'), ('show', 'O'), ('that', 'O'), ('the', 'O'), ('most', 'O'), ('affected', 'O'), ('frequency', 'O'), ('bands', 'O'), ('were', 'O'), ('delta', 'O'), (',', 'O'), ('theta', 'O'), (',', 'O'), ('beta', 'O'), ('-', 'O'), ('2', 'O'), ('and', 'O'), ('gamma', 'O'), ('-', 'O'), ('2', 'O'), ('bands', 'O'), ('during', 'O'), ('the', 'O'), ('epileptiform', 'B'), ('activity', 'I'), ('and', 'O'), ('there', 'O'), ('were', 'O'), ('marked', 'O'), ('differences', 'O'), ('in', 'O'), ('terms', 'O'), ('of', 'O'), ('spectral', 'O'), ('densities', 'O'), ('between', 'O'), ('three', 'O'), ('investigated', 'O'), ('episodes', 'O'), ('(', 'O'), ('basal', 'O'), ('activity', 'O'), (',', 'O'), ('latent', 'O'), ('period', 'O'), ('and', 'O'), ('epileptiform', 'B'), ('activity', 'I'), (')', 'O'), ('.', 'O'))$$$"
"A LD ( 10 ) dose ( 8 mg doxorubicin / kg , ip ) administered on day 43 of the HFD feeding regimen led to higher cardiotoxicity , cardiac dysfunction , lipid peroxidation , and 80 % mortality in the obese ( OB ) rats in the absence of any significant renal or hepatic toxicity .","(('A', 'O'), ('LD', 'O'), ('(', 'O'), ('10', 'O'), (')', 'O'), ('dose', 'O'), ('(', 'O'), ('8', 'O'), ('mg', 'O'), ('doxorubicin', 'O'), ('/', 'O'), ('kg', 'O'), (',', 'O'), ('ip', 'O'), (')', 'O'), ('administered', 'O'), ('on', 'O'), ('day', 'O'), ('43', 'O'), ('of', 'O'), ('the', 'O'), ('HFD', 'O'), ('feeding', 'O'), ('regimen', 'O'), ('led', 'O'), ('to', 'O'), ('higher', 'O'), ('cardiotoxicity', 'B'), (',', 'O'), ('cardiac', 'B'), ('dysfunction', 'I'), (',', 'O'), ('lipid', 'O'), ('peroxidation', 'O'), (',', 'O'), ('and', 'O'), ('80', 'O'), ('%', 'O'), ('mortality', 'O'), ('in', 'O'), ('the', 'O'), ('obese', 'B'), ('(', 'O'), ('OB', 'B'), (')', 'O'), ('rats', 'O'), ('in', 'O'), ('the', 'O'), ('absence', 'O'), ('of', 'O'), ('any', 'O'), ('significant', 'O'), ('renal', 'B'), ('or', 'I'), ('hepatic', 'I'), ('toxicity', 'I'), ('.', 'O'))$$$"
"The mechanism of isoproterenol - induced myocardial damage is unknown , but a mismatch of oxygen supply vs . demand following coronary hypotension and myocardial hyperactivity is the best explanation for the complex morphological alterations observed .","(('The', 'O'), ('mechanism', 'O'), ('of', 'O'), ('isoproterenol', 'O'), ('-', 'O'), ('induced', 'O'), ('myocardial', 'B'), ('damage', 'I'), ('is', 'O'), ('unknown', 'O'), (',', 'O'), ('but', 'O'), ('a', 'O'), ('mismatch', 'O'), ('of', 'O'), ('oxygen', 'O'), ('supply', 'O'), ('vs', 'O'), ('.', 'O'), ('demand', 'O'), ('following', 'O'), ('coronary', 'O'), ('hypotension', 'B'), ('and', 'O'), ('myocardial', 'B'), ('hyperactivity', 'I'), ('is', 'O'), ('the', 'O'), ('best', 'O'), ('explanation', 'O'), ('for', 'O'), ('the', 'O'), ('complex', 'O'), ('morphological', 'O'), ('alterations', 'O'), ('observed', 'O'), ('.', 'O'))$$$"
"At 550 mg / m2 / d , three patients experienced nonurologic toxicity ; confusion ( 1 ) , nausea ( 1 ) , and Grade 2 leukopenia ( 1 ) .","(('At', 'O'), ('550', 'O'), ('mg', 'O'), ('/', 'O'), ('m2', 'O'), ('/', 'O'), ('d', 'O'), (',', 'O'), ('three', 'O'), ('patients', 'O'), ('experienced', 'O'), ('nonurologic', 'O'), ('toxicity', 'B'), (';', 'O'), ('confusion', 'B'), ('(', 'O'), ('1', 'O'), (')', 'O'), (',', 'O'), ('nausea', 'B'), ('(', 'O'), ('1', 'O'), (')', 'O'), (',', 'O'), ('and', 'O'), ('Grade', 'O'), ('2', 'O'), ('leukopenia', 'B'), ('(', 'O'), ('1', 'O'), (')', 'O'), ('.', 'O'))$$$"
We describe a patient with no previous history of cardiac disease or arrhythmia who developed sustained bigeminy and 2 brief runs of ventricular tachycardia after caffeine administration .,"(('We', 'O'), ('describe', 'O'), ('a', 'O'), ('patient', 'O'), ('with', 'O'), ('no', 'O'), ('previous', 'O'), ('history', 'O'), ('of', 'O'), ('cardiac', 'B'), ('disease', 'I'), ('or', 'O'), ('arrhythmia', 'B'), ('who', 'O'), ('developed', 'O'), ('sustained', 'O'), ('bigeminy', 'O'), ('and', 'O'), ('2', 'O'), ('brief', 'O'), ('runs', 'O'), ('of', 'O'), ('ventricular', 'B'), ('tachycardia', 'I'), ('after', 'O'), ('caffeine', 'O'), ('administration', 'O'), ('.', 'O'))$$$"
We report a case of fatal internal haemorrhage in an elderly man who consumed only cranberry juice for two weeks while maintaining his usual dosage of warfarin .,"(('We', 'O'), ('report', 'O'), ('a', 'O'), ('case', 'O'), ('of', 'O'), ('fatal', 'O'), ('internal', 'O'), ('haemorrhage', 'B'), ('in', 'O'), ('an', 'O'), ('elderly', 'O'), ('man', 'O'), ('who', 'O'), ('consumed', 'O'), ('only', 'O'), ('cranberry', 'O'), ('juice', 'O'), ('for', 'O'), ('two', 'O'), ('weeks', 'O'), ('while', 'O'), ('maintaining', 'O'), ('his', 'O'), ('usual', 'O'), ('dosage', 'O'), ('of', 'O'), ('warfarin', 'O'), ('.', 'O'))$$$"
RESULTS : The results showed that IP administration of bupropion HCl 120 mg / kg by bolus injection induced convulsions in 6 out of 10 mice ( 60 % of convulsing mice ) in group 1 .,"(('RESULTS', 'O'), (':', 'O'), ('The', 'O'), ('results', 'O'), ('showed', 'O'), ('that', 'O'), ('IP', 'O'), ('administration', 'O'), ('of', 'O'), ('bupropion', 'O'), ('HCl', 'O'), ('120', 'O'), ('mg', 'O'), ('/', 'O'), ('kg', 'O'), ('by', 'O'), ('bolus', 'O'), ('injection', 'O'), ('induced', 'O'), ('convulsions', 'B'), ('in', 'O'), ('6', 'O'), ('out', 'O'), ('of', 'O'), ('10', 'O'), ('mice', 'O'), ('(', 'O'), ('60', 'O'), ('%', 'O'), ('of', 'O'), ('convulsing', 'O'), ('mice', 'O'), (')', 'O'), ('in', 'O'), ('group', 'O'), ('1', 'O'), ('.', 'O'))$$$"
"Transplantation - associated microangiopathy ( TMA ) occurred in 7 patients ( 29 % ) , with 2 cases of acute renal failure .","(('Transplantation', 'B'), ('-', 'I'), ('associated', 'I'), ('microangiopathy', 'I'), ('(', 'O'), ('TMA', 'B'), (')', 'O'), ('occurred', 'O'), ('in', 'O'), ('7', 'O'), ('patients', 'O'), ('(', 'O'), ('29', 'O'), ('%', 'O'), (')', 'O'), (',', 'O'), ('with', 'O'), ('2', 'O'), ('cases', 'O'), ('of', 'O'), ('acute', 'B'), ('renal', 'I'), ('failure', 'I'), ('.', 'O'))$$$"
"Temporary hearing loss is a known toxicity of treatment with DFMO , thus a comprehensive approach was developed to analyze serial air conduction audiograms .","(('Temporary', 'O'), ('hearing', 'B'), ('loss', 'I'), ('is', 'O'), ('a', 'O'), ('known', 'O'), ('toxicity', 'B'), ('of', 'O'), ('treatment', 'O'), ('with', 'O'), ('DFMO', 'O'), (',', 'O'), ('thus', 'O'), ('a', 'O'), ('comprehensive', 'O'), ('approach', 'O'), ('was', 'O'), ('developed', 'O'), ('to', 'O'), ('analyze', 'O'), ('serial', 'O'), ('air', 'O'), ('conduction', 'O'), ('audiograms', 'O'), ('.', 'O'))$$$"
"Ten consecutive patients ( mean age , 58 . 4 + / - 6 . 8 years ; 7 men , 3 women ) with similar characteristics at the duration of disease ( mean disease time , 8 . 4 + / - 3 . 5 years ) , disabling motor fluctuations ( Hoehn _ Yahr stage 3 - 5 in off - drug phases ) and levodopa - induced dyskinesias were selected .","(('Ten', 'O'), ('consecutive', 'O'), ('patients', 'O'), ('(', 'O'), ('mean', 'O'), ('age', 'O'), (',', 'O'), ('58', 'O'), ('.', 'O'), ('4', 'O'), ('+', 'O'), ('/', 'O'), ('-', 'O'), ('6', 'O'), ('.', 'O'), ('8', 'O'), ('years', 'O'), (';', 'O'), ('7', 'O'), ('men', 'O'), (',', 'O'), ('3', 'O'), ('women', 'O'), (')', 'O'), ('with', 'O'), ('similar', 'O'), ('characteristics', 'O'), ('at', 'O'), ('the', 'O'), ('duration', 'O'), ('of', 'O'), ('disease', 'O'), ('(', 'O'), ('mean', 'O'), ('disease', 'O'), ('time', 'O'), (',', 'O'), ('8', 'O'), ('.', 'O'), ('4', 'O'), ('+', 'O'), ('/', 'O'), ('-', 'O'), ('3', 'O'), ('.', 'O'), ('5', 'O'), ('years', 'O'), (')', 'O'), (',', 'O'), ('disabling', 'O'), ('motor', 'O'), ('fluctuations', 'O'), ('(', 'O'), ('Hoehn', 'O'), ('_', 'O'), ('Yahr', 'O'), ('stage', 'O'), ('3', 'O'), ('-', 'O'), ('5', 'O'), ('in', 'O'), ('off', 'O'), ('-', 'O'), ('drug', 'O'), ('phases', 'O'), (')', 'O'), ('and', 'O'), ('levodopa', 'O'), ('-', 'O'), ('induced', 'O'), ('dyskinesias', 'B'), ('were', 'O'), ('selected', 'O'), ('.', 'O'))$$$"
