Sentence,Gold,Pred,stanza_Pred
"There was a difference in metoprolol potency with higher racemic metoprolol IC50 values in PMs ( 72 + / - 7 ng . ml - 1 ) than EMs ( 42 + / - 8 ng . ml - 1 , P less than . 001 ) . ( ABSTRACT TRUNCATED AT 250 WORDS )","('PMs', 'O')","('PMs', 'B')","[[('PMs', 'NOUN')]]"
"There was a difference in metoprolol potency with higher racemic metoprolol IC50 values in PMs ( 72 + / - 7 ng . ml - 1 ) than EMs ( 42 + / - 8 ng . ml - 1 , P less than . 001 ) . ( ABSTRACT TRUNCATED AT 250 WORDS )","('EMs', 'O')","('EMs', 'B')","[[('EMs', 'NOUN')]]"
"Histopathological examination revealed severe renal damage such as proteinaceous casts in tubuli and tubular expansion in the kidney of control rats , while an improvement of the damage was seen in antithrombin - treated rats .","('renal', 'B')","('renal', 'O')","[[('renal', 'NOUN')]]"
"Histopathological examination revealed severe renal damage such as proteinaceous casts in tubuli and tubular expansion in the kidney of control rats , while an improvement of the damage was seen in antithrombin - treated rats .","('damage', 'I')","('damage', 'O')","[[('damage', 'NOUN')]]"
Heparin - induced thrombocytopenia after liver transplantation .,"('Heparin', 'O')","('Heparin', 'B')","[[('Heparin', 'NOUN')]]"
These findings suggest that B1R is detrimental in DOX cardiomyopathy in that it mediates the inflammatory response and apoptosis .,"('DOX', 'O')","('DOX', 'B')","[[('DOX', 'PROPN')]]"
These findings suggest that B1R is detrimental in DOX cardiomyopathy in that it mediates the inflammatory response and apoptosis .,"('cardiomyopathy', 'B')","('cardiomyopathy', 'I')","[[('cardiomyopathy', 'NOUN')]]"
These insights might have useful implications for future studies utilizing B1R antagonists for treatment of human DOX cardiomyopathy .,"('DOX', 'O')","('DOX', 'B')","[[('DOX', 'PROPN')]]"
These insights might have useful implications for future studies utilizing B1R antagonists for treatment of human DOX cardiomyopathy .,"('cardiomyopathy', 'B')","('cardiomyopathy', 'I')","[[('cardiomyopathy', 'NOUN')]]"
"Suboptimal seizure duration is commonly encountered in electroconvulsive therapy practice , especially in older patients with higher seizure thresholds .","('seizure', 'B')","('seizure', 'O')","[[('seizure', 'NOUN')]]"
"Suboptimal seizure duration is commonly encountered in electroconvulsive therapy practice , especially in older patients with higher seizure thresholds .","('seizure', 'B')","('seizure', 'O')","[[('seizure', 'NOUN')]]"
Proteinase 3 - antineutrophil cytoplasmic antibody - ( PR3 - ANCA ) positive necrotizing glomerulonephritis after restarting sulphasalazine treatment .,"('necrotizing', 'O')","('necrotizing', 'B')","[[('necrotizing', 'NOUN')]]"
Proteinase 3 - antineutrophil cytoplasmic antibody - ( PR3 - ANCA ) positive necrotizing glomerulonephritis after restarting sulphasalazine treatment .,"('glomerulonephritis', 'B')","('glomerulonephritis', 'I')","[[('glomerulonephritis', 'NOUN')]]"
This case suggests that sulphasalazine can induce PR3 - ANCA - positive necrotizing glomerulonephritis .,"('necrotizing', 'O')","('necrotizing', 'B')","[[('necrotizing', 'NOUN')]]"
This case suggests that sulphasalazine can induce PR3 - ANCA - positive necrotizing glomerulonephritis .,"('glomerulonephritis', 'B')","('glomerulonephritis', 'I')","[[('glomerulonephritis', 'NOUN')]]"
Levodopa equivalent daily intake was significantly reduced in the STN group .,"('STN', 'O')","('STN', 'B')","[[('STN', 'PROPN')]]"
We describe the case of a woman who developed the syndrome after chemotherapy for metastatic cancer .,"('metastatic', 'O')","('metastatic', 'B')","[[('metastatic', 'ADJ')]]"
We describe the case of a woman who developed the syndrome after chemotherapy for metastatic cancer .,"('cancer', 'B')","('cancer', 'I')","[[('cancer', 'NOUN')]]"
She underwent recent chemotherapy with fluorouracil for metastatic colorectal cancer .,"('metastatic', 'O')","('metastatic', 'B')","[[('metastatic', 'ADJ')]]"
She underwent recent chemotherapy with fluorouracil for metastatic colorectal cancer .,"('colorectal', 'B')","('colorectal', 'I')","[[('colorectal', 'ADJ')]]"
Coronary angiography revealed no obstructive coronary lesions .,"('obstructive', 'O')","('obstructive', 'B')","[[('obstructive', 'ADJ')]]"
Coronary angiography revealed no obstructive coronary lesions .,"('coronary', 'O')","('coronary', 'I')","[[('coronary', 'NOUN')]]"
Coronary angiography revealed no obstructive coronary lesions .,"('lesions', 'O')","('lesions', 'I')","[[('lesions', 'NOUN')]]"
"In contrast , such extensive lesions were never found in the PCC group .","('PCC', 'O')","('PCC', 'B')","[[('PCC', 'PROPN')]]"
AUTHORS ' CONCLUSIONS : HT is not indicated for the routine management of chronic disease .,"('chronic', 'O')","('chronic', 'B')","[[('chronic', 'ADJ')]]"
"We need more evidence on the safety of HT for menopausal symptom control , though short - term use appears to be relatively safe for healthy younger women .","('menopausal', 'O')","('menopausal', 'B')","[[('menopausal', 'ADJ')]]"
"Pyrazinamide can have adverse effects such as hepatic toxicity , hyperuricemia or digestive disorders .","('digestive', 'O')","('digestive', 'B')","[[('digestive', 'ADJ')]]"
"Pyrazinamide can have adverse effects such as hepatic toxicity , hyperuricemia or digestive disorders .","('disorders', 'O')","('disorders', 'I')","[[('disorders', 'NOUN')]]"
"However , adverse effects include cardiac toxicity .","('cardiac', 'B')","('cardiac', 'O')","[[('cardiac', 'ADJ')]]"
"However , adverse effects include cardiac toxicity .","('toxicity', 'I')","('toxicity', 'O')","[[('toxicity', 'NOUN')]]"
"In patients receiving tacrolimus therapy , blood concentration should be carefully controlled and extreme attention paid to cardiac involvement .","('cardiac', 'O')","('cardiac', 'B')","[[('cardiac', 'ADJ')]]"
AMN082 ( 2 . 5 and 5 mg / kg ) reduces apomorphine - induced rotations in unilateral 6 - hydroxydopamine ( 6 - OHDA ) - lesioned rats .,"('hydroxydopamine', 'O')","('hydroxydopamine', 'I')","[[('hydroxydopamine', 'PROPN')]]"
Overall these findings suggest that mGlu7 receptor activation can reverse motor dysfunction associated with reduced dopamine activity .,"('motor', 'O')","('motor', 'B')","[[('motor', 'NOUN')]]"
Overall these findings suggest that mGlu7 receptor activation can reverse motor dysfunction associated with reduced dopamine activity .,"('dysfunction', 'O')","('dysfunction', 'I')","[[('dysfunction', 'NOUN')]]"
Electrocardiographic T and U wave abnormalities were present in most patients .,"('T', 'O')","('T', 'B')","[[('T', 'PROPN')]]"
Electrocardiographic T and U wave abnormalities were present in most patients .,"('and', 'O')","('and', 'I')","[[('and', 'CCONJ')]]"
Electrocardiographic T and U wave abnormalities were present in most patients .,"('U', 'O')","('U', 'I')","[[('U', 'NOUN')]]"
Electrocardiographic T and U wave abnormalities were present in most patients .,"('wave', 'O')","('wave', 'I')","[[('wave', 'NOUN')]]"
Electrocardiographic T and U wave abnormalities were present in most patients .,"('abnormalities', 'O')","('abnormalities', 'I')","[[('abnormalities', 'NOUN')]]"
Mice in the early stage of LP - BM5 MuLV disease were given AZT in their drinking water at 1 . 0 and 2 . 5 mg / ml .,"('LP', 'O')","('LP', 'B')","[[('LP', 'PROPN')]]"
Mice in the early stage of LP - BM5 MuLV disease were given AZT in their drinking water at 1 . 0 and 2 . 5 mg / ml .,"('-', 'O')","('-', 'I')","[[('-', 'PUNCT')]]"
Mice in the early stage of LP - BM5 MuLV disease were given AZT in their drinking water at 1 . 0 and 2 . 5 mg / ml .,"('BM5', 'O')","('BM5', 'I')","[[('BM5', 'PROPN')]]"
Mice in the early stage of LP - BM5 MuLV disease were given AZT in their drinking water at 1 . 0 and 2 . 5 mg / ml .,"('MuLV', 'O')","('MuLV', 'I')","[[('MuLV', 'PROPN')]]"
Mice in the early stage of LP - BM5 MuLV disease were given AZT in their drinking water at 1 . 0 and 2 . 5 mg / ml .,"('disease', 'O')","('disease', 'I')","[[('disease', 'NOUN')]]"
"Thus , a clear pharmacological differentiation was found between LES and FPS .","('LES', 'O')","('LES', 'B')","[[('LES', 'PROPN')]]"
"Thus , a clear pharmacological differentiation was found between LES and FPS .","('FPS', 'O')","('FPS', 'B')","[[('FPS', 'PROPN')]]"
The nephroprotective effect of coenzyme Q10 was investigated in mice with acute renal injury induced by a single i . p . injection of cisplatin ( 5 mg / kg ) .,"('acute', 'B')","('acute', 'O')","[[('acute', 'ADJ')]]"
The nephroprotective effect of coenzyme Q10 was investigated in mice with acute renal injury induced by a single i . p . injection of cisplatin ( 5 mg / kg ) .,"('renal', 'I')","('renal', 'B')","[[('renal', 'NOUN')]]"
"Also , histopathological renal tissue damage mediated by cisplatin was ameliorated by coenzyme Q10 treatment .","('renal', 'B')","('renal', 'O')","[[('renal', 'NOUN')]]"
"Also , histopathological renal tissue damage mediated by cisplatin was ameliorated by coenzyme Q10 treatment .","('tissue', 'I')","('tissue', 'O')","[[('tissue', 'NOUN')]]"
"Also , histopathological renal tissue damage mediated by cisplatin was ameliorated by coenzyme Q10 treatment .","('damage', 'I')","('damage', 'O')","[[('damage', 'NOUN')]]"
CASE : A 49 - year - old patient experienced chest discomfort while swallowing .,"('chest', 'O')","('chest', 'B')","[[('chest', 'NOUN')]]"
CASE : A 49 - year - old patient experienced chest discomfort while swallowing .,"('discomfort', 'O')","('discomfort', 'I')","[[('discomfort', 'NOUN')]]"
The ability of insulin treatment to reverse or prevent the changes in urinary bladder function caused by streptozotocin - induced diabetes mellitus .,"('streptozotocin', 'O')","('streptozotocin', 'B')","[[('streptozotocin', 'PROPN')]]"
The ability of insulin treatment to reverse or prevent the changes in urinary bladder function caused by streptozotocin - induced diabetes mellitus .,"('diabetes', 'B')","('diabetes', 'I')","[[('diabetes', 'NOUN')]]"
The data indicate that the effects of streptozotocin - induced diabetes on urinary bladder function are both prevented and reversed by insulin treatment .,"('diabetes', 'B')","('diabetes', 'O')","[[('diabetes', 'NOUN')]]"
The age and sex of the control subjects did not differ from those of the methamphetamine dependence patients .,"('methamphetamine', 'O')","('methamphetamine', 'B')","[[('methamphetamine', 'NOUN')]]"
The age and sex of the control subjects did not differ from those of the methamphetamine dependence patients .,"('dependence', 'O')","('dependence', 'I')","[[('dependence', 'NOUN')]]"
Long - term prognosis for transplant - free survivors of paracetamol - induced acute liver failure .,"('paracetamol', 'O')","('paracetamol', 'B')","[[('paracetamol', 'NOUN')]]"
BACKGROUND : The prognosis for transplant - free survivors of paracetamol - induced acute liver failure remains unknown .,"('paracetamol', 'O')","('paracetamol', 'B')","[[('paracetamol', 'NOUN')]]"
"METHODS : We followed up all transplant - free survivors of paracetamol - induced acute liver injury , hospitalized in a Danish national referral centre during 1984 - 2004 .","('paracetamol', 'O')","('paracetamol', 'B')","[[('paracetamol', 'NOUN')]]"
We compared age - specific mortality rates from 1 year post - discharge through 2008 between those in whom the liver injury led to an acute liver failure and those in whom it did not .,"('acute', 'B')","('acute', 'O')","[[('acute', 'ADJ')]]"
These observations speak against long - term effects of acute liver failure .,"('acute', 'B')","('acute', 'O')","[[('acute', 'ADJ')]]"
DESIGN : The medical records of 206 dogs that were treated with CCNU at the Melbourne Veterinary Specialist Centre between February 2002 and December 2007 were retrospectively evaluated .,"('CCNU', 'O')","('CCNU', 'B')","[[('CCNU', 'PROPN')]]"
"Increased extracellular concentrations of uridine ( Urd ) have been reported to reduce , in vitro , azidothymidine ( AZT ) - induced inhibition of human granulocyte - macrophage progenitor cells without impairment of its antihuman immunodeficiency virus ( HIV ) activity .","('immunodeficiency', 'B')","('immunodeficiency', 'I')","[[('immunodeficiency', 'NOUN')]]"
"Increased extracellular concentrations of uridine ( Urd ) have been reported to reduce , in vitro , azidothymidine ( AZT ) - induced inhibition of human granulocyte - macrophage progenitor cells without impairment of its antihuman immunodeficiency virus ( HIV ) activity .","('virus', 'O')","('virus', 'I')","[[('virus', 'NOUN')]]"
"Improvement began within 3 to 6 months and consisted of cessation of active cutaneous lesions in all 7 patients , skin softening in 5 , and more normal growth of the affected limb in 2 of 3 children .","('cutaneous', 'O')","('cutaneous', 'B')","[[('cutaneous', 'ADJ')]]"
"Improvement began within 3 to 6 months and consisted of cessation of active cutaneous lesions in all 7 patients , skin softening in 5 , and more normal growth of the affected limb in 2 of 3 children .","('lesions', 'O')","('lesions', 'I')","[[('lesions', 'NOUN')]]"
Both patients had received maximum doses of other beta - lactam antibiotics without evidence of seizure activity .,"('seizure', 'B')","('seizure', 'O')","[[('seizure', 'NOUN')]]"
We prospectively performed continuous ambulatory ECG monitoring on 25 patients undergoing 5 - FU infusion for treatment of solid tumors in order to assess the incidence of ischemic ST changes .,"('solid', 'O')","('solid', 'B')","[[('solid', 'ADJ')]]"
We prospectively performed continuous ambulatory ECG monitoring on 25 patients undergoing 5 - FU infusion for treatment of solid tumors in order to assess the incidence of ischemic ST changes .,"('tumors', 'B')","('tumors', 'I')","[[('tumors', 'NOUN')]]"
We prospectively performed continuous ambulatory ECG monitoring on 25 patients undergoing 5 - FU infusion for treatment of solid tumors in order to assess the incidence of ischemic ST changes .,"('ischemic', 'B')","('ischemic', 'O')","[[('ischemic', 'NOUN')]]"
The incidence of ischemic episodes per patient per hour was 0 . 05 + / - 0 . 02 prior to 5 - FU infusion v 0 . 13 + / - 0 . 03 during 5 - FU infusion ( P less than . 001 ) ; the duration of ECG changes was 0 . 6 + / - 0 . 3 minutes per patient per hour before 5 - FU v 1 . 9 + / - 0 . 5 minutes per patient per hour during 5 - FU ( P less than . 01 ) .,"('ischemic', 'B')","('ischemic', 'O')","[[('ischemic', 'NOUN')]]"
"There were two cases of sudden death , both of which occurred at the end of the chemotherapy course .","('death', 'I')","('death', 'O')","[[('death', 'NOUN')]]"
Chronic CBZ also decreased the incidence of seizure - related mortality in the cocaine - injected rats .,"('seizure', 'B')","('seizure', 'O')","[[('seizure', 'NOUN')]]"
"Magnetic resonance imaging of cerebral venous thrombosis secondary to "" low - dose "" birth control pills .","('cerebral', 'O')","('cerebral', 'B')","[[('cerebral', 'ADJ')]]"
"Magnetic resonance imaging of cerebral venous thrombosis secondary to "" low - dose "" birth control pills .","('venous', 'B')","('venous', 'I')","[[('venous', 'NOUN')]]"
A dystonia - like syndrome after neuropeptide ( MSH / ACTH ) stimulation of the rat locus ceruleus .,"('-', 'O')","('-', 'I')","[[('-', 'PUNCT')]]"
A dystonia - like syndrome after neuropeptide ( MSH / ACTH ) stimulation of the rat locus ceruleus .,"('like', 'O')","('like', 'I')","[[('like', 'INTJ')]]"
A dystonia - like syndrome after neuropeptide ( MSH / ACTH ) stimulation of the rat locus ceruleus .,"('syndrome', 'O')","('syndrome', 'I')","[[('syndrome', 'NOUN')]]"
"The movement disorder investigated in these studies has some features in common with human idiopathic dystonia , and information obtained in these studies may be of potential clinical benefit .","('idiopathic', 'O')","('idiopathic', 'B')","[[('idiopathic', 'ADJ')]]"
"The movement disorder investigated in these studies has some features in common with human idiopathic dystonia , and information obtained in these studies may be of potential clinical benefit .","('dystonia', 'B')","('dystonia', 'I')","[[('dystonia', 'NOUN')]]"
"It consists of microangiopathic hemolytic anemia , thrombocytopenia and progressive renal failure associated with mitomycin C treatment and affects about 10 % of patients treated with this agent .","('microangiopathic', 'O')","('microangiopathic', 'B')","[[('microangiopathic', 'NOUN')]]"
"It consists of microangiopathic hemolytic anemia , thrombocytopenia and progressive renal failure associated with mitomycin C treatment and affects about 10 % of patients treated with this agent .","('hemolytic', 'B')","('hemolytic', 'I')","[[('hemolytic', 'ADJ')]]"
Production of autochthonous prostate cancer in Lobund - Wistar rats by treatments with N - nitroso - N - methylurea and testosterone .,"('prostate', 'B')","('prostate', 'I')","[[('prostate', 'NOUN')]]"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('tubular', 'O')","('tubular', 'I')","[[('tubular', 'NOUN')]]"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('damage', 'O')","('damage', 'I')","[[('damage', 'NOUN')]]"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('HCBD', 'O')","('HCBD', 'B')","[[('HCBD', 'PROPN')]]"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('papillary', 'O')","('papillary', 'B')","[[('papillary', 'NOUN')]]"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('damage', 'O')","('damage', 'I')","[[('damage', 'NOUN')]]"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('BEA', 'O')","('BEA', 'B')","[[('BEA', 'PROPN')]]"
Alkaline phosphatase and glucose were markedly and transiently elevated in proximal tubular damage and N - acetyl - beta - glucosaminidase showed a sustained elevation in papillary damage .,"('proximal', 'O')","('proximal', 'B')","[[('proximal', 'ADJ')]]"
Alkaline phosphatase and glucose were markedly and transiently elevated in proximal tubular damage and N - acetyl - beta - glucosaminidase showed a sustained elevation in papillary damage .,"('tubular', 'O')","('tubular', 'I')","[[('tubular', 'NOUN')]]"
Alkaline phosphatase and glucose were markedly and transiently elevated in proximal tubular damage and N - acetyl - beta - glucosaminidase showed a sustained elevation in papillary damage .,"('damage', 'O')","('damage', 'I')","[[('damage', 'NOUN')]]"
Alkaline phosphatase and glucose were markedly and transiently elevated in proximal tubular damage and N - acetyl - beta - glucosaminidase showed a sustained elevation in papillary damage .,"('papillary', 'O')","('papillary', 'B')","[[('papillary', 'NOUN')]]"
Alkaline phosphatase and glucose were markedly and transiently elevated in proximal tubular damage and N - acetyl - beta - glucosaminidase showed a sustained elevation in papillary damage .,"('damage', 'O')","('damage', 'I')","[[('damage', 'NOUN')]]"
The role of cyclosporine ( CSA ) alone or in combination with various chemotherapeutics in the development of renal toxicity was evaluated in rats .,"('toxicity', 'I')","('toxicity', 'O')","[[('toxicity', 'NOUN')]]"
This antidyskinetic drug is widely used in clinical psychiatric practice and physicians should be aware of this side effect .,"('psychiatric', 'B')","('psychiatric', 'O')","[[('psychiatric', 'ADJ')]]"
"When the treatment last only 2 weeks , the presence of PB did not change significantly the last parameters .","('PB', 'O')","('PB', 'B')","[[('PB', 'PROPN')]]"
Biochemical investigations are in progress to obtain more information about this ' paradoxical ' PB effect .,"('PB', 'O')","('PB', 'B')","[[('PB', 'PROPN')]]"
All three anesthetics produced massive degeneration of the extraocular muscles .,"('degeneration', 'O')","('degeneration', 'B')","[[('degeneration', 'NOUN')]]"
All three anesthetics produced massive degeneration of the extraocular muscles .,"('of', 'O')","('of', 'I')","[[('of', 'ADP')]]"
All three anesthetics produced massive degeneration of the extraocular muscles .,"('extraocular', 'O')","('extraocular', 'I')","[[('extraocular', 'ADJ')]]"
All three anesthetics produced massive degeneration of the extraocular muscles .,"('muscles', 'O')","('muscles', 'I')","[[('muscles', 'NOUN')]]"
"In addition to muscle damage , severe damage was also seen in harderian glands , especially after exposure to mepivacaine and lidocaine plus epinephrine .","('muscle', 'B')","('muscle', 'O')","[[('muscle', 'NOUN')]]"
"In addition to muscle damage , severe damage was also seen in harderian glands , especially after exposure to mepivacaine and lidocaine plus epinephrine .","('damage', 'I')","('damage', 'O')","[[('damage', 'NOUN')]]"
Gentamicin nephropathy in a neonate .,"('Gentamicin', 'O')","('Gentamicin', 'B')","[[('Gentamicin', 'PROPN')]]"
Gentamicin nephropathy in a neonate .,"('nephropathy', 'B')","('nephropathy', 'I')","[[('nephropathy', 'NOUN')]]"
"At the 1 . 0 % dosage level , 20 % of rats of both sexes developed neoplastic nodules of the liver , a statistically significant incidence .","('neoplastic', 'O')","('neoplastic', 'B')","[[('neoplastic', 'ADJ')]]"
"At the 1 . 0 % dosage level , 20 % of rats of both sexes developed neoplastic nodules of the liver , a statistically significant incidence .","('nodules', 'O')","('nodules', 'I')","[[('nodules', 'NOUN')]]"
"At the 1 . 0 % dosage level , 20 % of rats of both sexes developed neoplastic nodules of the liver , a statistically significant incidence .","('of', 'O')","('of', 'I')","[[('of', 'ADP')]]"
"At the 1 . 0 % dosage level , 20 % of rats of both sexes developed neoplastic nodules of the liver , a statistically significant incidence .","('the', 'O')","('the', 'I')","[[('the', 'DET')]]"
"At the 1 . 0 % dosage level , 20 % of rats of both sexes developed neoplastic nodules of the liver , a statistically significant incidence .","('liver', 'O')","('liver', 'I')","[[('liver', 'NOUN')]]"
"Tiapride had no effect on levodopa - induced early morning of "" off - period "" segmental dystonia .","('segmental', 'O')","('segmental', 'B')","[[('segmental', 'ADJ')]]"
"Tiapride had no effect on levodopa - induced early morning of "" off - period "" segmental dystonia .","('dystonia', 'B')","('dystonia', 'I')","[[('dystonia', 'NOUN')]]"
"This report also suggests that , even after long - term administration , the hepatic toxicity is reversible .","('hepatic', 'B')","('hepatic', 'O')","[[('hepatic', 'ADJ')]]"
"This report also suggests that , even after long - term administration , the hepatic toxicity is reversible .","('toxicity', 'I')","('toxicity', 'O')","[[('toxicity', 'NOUN')]]"
Comparison of the effectiveness of ranitidine and cimetidine in inhibiting acid secretion in patients with gastric hypersecretory states .,"('gastric', 'O')","('gastric', 'B')","[[('gastric', 'ADJ')]]"
Comparison of the effectiveness of ranitidine and cimetidine in inhibiting acid secretion in patients with gastric hypersecretory states .,"('hypersecretory', 'O')","('hypersecretory', 'I')","[[('hypersecretory', 'NOUN')]]"
Comparison of the effectiveness of ranitidine and cimetidine in inhibiting acid secretion in patients with gastric hypersecretory states .,"('states', 'O')","('states', 'I')","[[('states', 'NOUN')]]"
The H2 - histamine receptor antagonists ranitidine and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short - and long - term basis in 22 patients with gastric acid hypersecretory states .,"('hypersecretion', 'O')","('hypersecretion', 'I')","[[('hypersecretion', 'NOUN')]]"
The H2 - histamine receptor antagonists ranitidine and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short - and long - term basis in 22 patients with gastric acid hypersecretory states .,"('gastric', 'O')","('gastric', 'B')","[[('gastric', 'ADJ')]]"
The H2 - histamine receptor antagonists ranitidine and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short - and long - term basis in 22 patients with gastric acid hypersecretory states .,"('acid', 'O')","('acid', 'I')","[[('acid', 'NOUN')]]"
The H2 - histamine receptor antagonists ranitidine and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short - and long - term basis in 22 patients with gastric acid hypersecretory states .,"('hypersecretory', 'O')","('hypersecretory', 'I')","[[('hypersecretory', 'NOUN')]]"
The H2 - histamine receptor antagonists ranitidine and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short - and long - term basis in 22 patients with gastric acid hypersecretory states .,"('states', 'O')","('states', 'I')","[[('states', 'NOUN')]]"
The results show that both drugs can adequately inhibit acid secretion in patients with gastric hypersecretory states .,"('gastric', 'O')","('gastric', 'B')","[[('gastric', 'ADJ')]]"
The results show that both drugs can adequately inhibit acid secretion in patients with gastric hypersecretory states .,"('hypersecretory', 'O')","('hypersecretory', 'I')","[[('hypersecretory', 'NOUN')]]"
These data indicate that the adaptive response to ISO shows an early hypertrophic phase ( 1 - 4 days ) characterized by a substantial increase in RNA content and cardiac mass in the absence of changes in DNA .,"('hypertrophic', 'B')","('hypertrophic', 'O')","[[('hypertrophic', 'ADJ')]]"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('Doxorubicin', 'O')","('Doxorubicin', 'B')","[[('Doxorubicin', 'NOUN')]]"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('cardiomyopathy', 'B')","('cardiomyopathy', 'I')","[[('cardiomyopathy', 'NOUN')]]"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('left', 'O')","('left', 'B')","[[('left', 'VERB')]]"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('-', 'O')","('-', 'I')","[[('-', 'PUNCT')]]"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('sided', 'O')","('sided', 'I')","[[('sided', 'VERB')]]"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('Wilms', 'B')","('Wilms', 'I')","[[('Wilms', 'PROPN')]]"
Two children with Wilms tumor of the left kidney experienced severe anthracycline cardiomyopathy after irradiation to the tumor bed and conventional dosage of doxorubicin .,"('of', 'O')","('of', 'I')","[[('of', 'ADP')]]"
Two children with Wilms tumor of the left kidney experienced severe anthracycline cardiomyopathy after irradiation to the tumor bed and conventional dosage of doxorubicin .,"('the', 'O')","('the', 'I')","[[('the', 'DET')]]"
Two children with Wilms tumor of the left kidney experienced severe anthracycline cardiomyopathy after irradiation to the tumor bed and conventional dosage of doxorubicin .,"('kidney', 'O')","('kidney', 'I')","[[('kidney', 'NOUN')]]"
Two children with Wilms tumor of the left kidney experienced severe anthracycline cardiomyopathy after irradiation to the tumor bed and conventional dosage of doxorubicin .,"('anthracycline', 'O')","('anthracycline', 'B')","[[('anthracycline', 'NOUN')]]"
Two children with Wilms tumor of the left kidney experienced severe anthracycline cardiomyopathy after irradiation to the tumor bed and conventional dosage of doxorubicin .,"('cardiomyopathy', 'B')","('cardiomyopathy', 'I')","[[('cardiomyopathy', 'NOUN')]]"
The cardiomyopathy is attributed 1 ) to the fact that radiation fields for left Wilms tumor include the lower portion of the heart and 2 ) to the interaction of doxorubicin and irradiation on cardiac muscle .,"('left', 'O')","('left', 'B')","[[('left', 'VERB')]]"
The cardiomyopathy is attributed 1 ) to the fact that radiation fields for left Wilms tumor include the lower portion of the heart and 2 ) to the interaction of doxorubicin and irradiation on cardiac muscle .,"('Wilms', 'B')","('Wilms', 'I')","[[('Wilms', 'PROPN')]]"
It is recommended that doxorubicin dosage be sharply restricted in children with Wilms tumor of the left kidney who receive postoperative irradiation .,"('of', 'O')","('of', 'I')","[[('of', 'ADP')]]"
It is recommended that doxorubicin dosage be sharply restricted in children with Wilms tumor of the left kidney who receive postoperative irradiation .,"('the', 'O')","('the', 'I')","[[('the', 'DET')]]"
It is recommended that doxorubicin dosage be sharply restricted in children with Wilms tumor of the left kidney who receive postoperative irradiation .,"('left', 'O')","('left', 'I')","[[('left', 'VERB')]]"
It is recommended that doxorubicin dosage be sharply restricted in children with Wilms tumor of the left kidney who receive postoperative irradiation .,"('kidney', 'O')","('kidney', 'I')","[[('kidney', 'NOUN')]]"
"MESNA was given orally on the days of treatment with IF in 3 doses of 840 mg / m2 , each administered at 0 hr ( = injection of IF ) , 4 hr and 8 hr p . i .","('IF', 'O')","('IF', 'B')","[[('IF', 'SCONJ')]]"
A further group of 25 patients under polychemotherapy with IF were treated by conventional prophylactic measures ( raised fluid intake and forced diuresis ) .,"('IF', 'O')","('IF', 'B')","[[('IF', 'SCONJ')]]"
"The case illustrates that , despite the results of earlier studies , trazodone ' s effect on cardiac conduction may be severe in individuals at risk for conduction delay .","('conduction', 'O')","('conduction', 'B')","[[('conduction', 'NOUN')]]"
"The case illustrates that , despite the results of earlier studies , trazodone ' s effect on cardiac conduction may be severe in individuals at risk for conduction delay .","('delay', 'O')","('delay', 'I')","[[('delay', 'NOUN')]]"
Known causes of movement disorders were eliminated after evaluation .,"('disorders', 'I')","('disorders', 'O')","[[('disorders', 'NOUN')]]"
Phenobarbital should be added to the list of anticonvulsant drugs that can cause movement disorders .,"('movement', 'B')","('movement', 'O')","[[('movement', 'NOUN')]]"
Structural and functional measurements indicate that androgens exert a permissive or necessary action on the structural configuration of the oropharynx that predisposes to obstruction during sleep .,"('obstruction', 'O')","('obstruction', 'B')","[[('obstruction', 'NOUN')]]"
Sixty - three percent of these infants had tricuspid valve involvement .,"('tricuspid', 'O')","('tricuspid', 'B')","[[('tricuspid', 'NOUN')]]"
Sixty - three percent of these infants had tricuspid valve involvement .,"('valve', 'O')","('valve', 'I')","[[('valve', 'NOUN')]]"
