Sentence,Gold,Pred
Atm - deficient thymocytes undergo spontaneous apoptosis in vitro significantly more than controls .,"(('Atm', 'O'), ('-', 'O'), ('deficient', 'O'), ('thymocytes', 'O'), ('undergo', 'O'), ('spontaneous', 'O'), ('apoptosis', 'O'), ('in', 'O'), ('vitro', 'O'), ('significantly', 'O'), ('more', 'O'), ('than', 'O'), ('controls', 'O'), ('.', 'O'))","(('Atm', 'B'), ('-', 'I'), ('deficient', 'I'), ('thymocytes', 'O'), ('undergo', 'O'), ('spontaneous', 'O'), ('apoptosis', 'O'), ('in', 'O'), ('vitro', 'O'), ('significantly', 'O'), ('more', 'O'), ('than', 'O'), ('controls', 'O'), ('.', 'O'))"
METHODS The expression of DCC was evaluated immunohistochemically in 132 paraffin - embedded samples from patients with curatively resected stage II and III colorectal carcinomas .,"(('METHODS', 'O'), ('The', 'O'), ('expression', 'O'), ('of', 'O'), ('DCC', 'O'), ('was', 'O'), ('evaluated', 'O'), ('immunohistochemically', 'O'), ('in', 'O'), ('132', 'O'), ('paraffin', 'O'), ('-', 'O'), ('embedded', 'O'), ('samples', 'O'), ('from', 'O'), ('patients', 'O'), ('with', 'O'), ('curatively', 'O'), ('resected', 'O'), ('stage', 'B'), ('II', 'I'), ('and', 'I'), ('III', 'I'), ('colorectal', 'I'), ('carcinomas', 'I'), ('.', 'O'))","(('METHODS', 'O'), ('The', 'O'), ('expression', 'O'), ('of', 'O'), ('DCC', 'O'), ('was', 'O'), ('evaluated', 'O'), ('immunohistochemically', 'O'), ('in', 'O'), ('132', 'O'), ('paraffin', 'O'), ('-', 'O'), ('embedded', 'O'), ('samples', 'O'), ('from', 'O'), ('patients', 'O'), ('with', 'O'), ('curatively', 'O'), ('resected', 'O'), ('stage', 'O'), ('II', 'I'), ('and', 'I'), ('III', 'I'), ('colorectal', 'B'), ('carcinomas', 'I'), ('.', 'O'))"
RESULTS The expression of DCC was a strong positive predictive factor for survival in both stage II and stage III colorectal carcinomas .,"(('RESULTS', 'O'), ('The', 'O'), ('expression', 'O'), ('of', 'O'), ('DCC', 'O'), ('was', 'O'), ('a', 'O'), ('strong', 'O'), ('positive', 'O'), ('predictive', 'O'), ('factor', 'O'), ('for', 'O'), ('survival', 'O'), ('in', 'O'), ('both', 'O'), ('stage', 'B'), ('II', 'I'), ('and', 'I'), ('stage', 'I'), ('III', 'I'), ('colorectal', 'I'), ('carcinomas', 'I'), ('.', 'O'))","(('RESULTS', 'O'), ('The', 'O'), ('expression', 'O'), ('of', 'O'), ('DCC', 'O'), ('was', 'O'), ('a', 'O'), ('strong', 'O'), ('positive', 'O'), ('predictive', 'O'), ('factor', 'O'), ('for', 'O'), ('survival', 'O'), ('in', 'O'), ('both', 'O'), ('stage', 'B'), ('II', 'I'), ('and', 'O'), ('stage', 'O'), ('III', 'I'), ('colorectal', 'B'), ('carcinomas', 'I'), ('.', 'O'))"
"In patients with stage II disease whose tumors expressed DCC , the five - year survival rate was 94 .","(('In', 'O'), ('patients', 'O'), ('with', 'O'), ('stage', 'O'), ('II', 'O'), ('disease', 'O'), ('whose', 'O'), ('tumors', 'B'), ('expressed', 'O'), ('DCC', 'O'), (',', 'O'), ('the', 'O'), ('five', 'O'), ('-', 'O'), ('year', 'O'), ('survival', 'O'), ('rate', 'O'), ('was', 'O'), ('94', 'O'), ('.', 'O'))","(('In', 'O'), ('patients', 'O'), ('with', 'O'), ('stage', 'B'), ('II', 'I'), ('disease', 'I'), ('whose', 'O'), ('tumors', 'B'), ('expressed', 'O'), ('DCC', 'O'), (',', 'O'), ('the', 'O'), ('five', 'O'), ('-', 'O'), ('year', 'O'), ('survival', 'O'), ('rate', 'O'), ('was', 'O'), ('94', 'O'), ('.', 'O'))"
"In patients with stage III disease , the respective survival rates were 59 .","(('In', 'O'), ('patients', 'O'), ('with', 'O'), ('stage', 'B'), ('III', 'I'), ('disease', 'I'), (',', 'O'), ('the', 'O'), ('respective', 'O'), ('survival', 'O'), ('rates', 'O'), ('were', 'O'), ('59', 'O'), ('.', 'O'))","(('In', 'O'), ('patients', 'O'), ('with', 'O'), ('stage', 'B'), ('III', 'I'), ('disease', 'O'), (',', 'O'), ('the', 'O'), ('respective', 'O'), ('survival', 'O'), ('rates', 'O'), ('were', 'O'), ('59', 'O'), ('.', 'O'))"
CONCLUSIONS DCC is a prognostic marker in patients with stage II or stage III colorectal cancer .,"(('CONCLUSIONS', 'O'), ('DCC', 'O'), ('is', 'O'), ('a', 'O'), ('prognostic', 'O'), ('marker', 'O'), ('in', 'O'), ('patients', 'O'), ('with', 'O'), ('stage', 'B'), ('II', 'I'), ('or', 'I'), ('stage', 'I'), ('III', 'I'), ('colorectal', 'I'), ('cancer', 'I'), ('.', 'O'))","(('CONCLUSIONS', 'O'), ('DCC', 'O'), ('is', 'O'), ('a', 'O'), ('prognostic', 'O'), ('marker', 'O'), ('in', 'O'), ('patients', 'O'), ('with', 'O'), ('stage', 'B'), ('II', 'I'), ('or', 'I'), ('stage', 'I'), ('III', 'I'), ('colorectal', 'B'), ('cancer', 'I'), ('.', 'O'))"
"In stage II colorectal carcinomas , the absence of DCC identifies a subgroup of patients with lesions that behave like stage III cancers .","(('In', 'O'), ('stage', 'B'), ('II', 'I'), ('colorectal', 'I'), ('carcinomas', 'I'), (',', 'O'), ('the', 'O'), ('absence', 'O'), ('of', 'O'), ('DCC', 'O'), ('identifies', 'O'), ('a', 'O'), ('subgroup', 'O'), ('of', 'O'), ('patients', 'O'), ('with', 'O'), ('lesions', 'O'), ('that', 'O'), ('behave', 'O'), ('like', 'O'), ('stage', 'B'), ('III', 'I'), ('cancers', 'I'), ('.', 'O'))","(('In', 'O'), ('stage', 'B'), ('II', 'I'), ('colorectal', 'B'), ('carcinomas', 'I'), (',', 'O'), ('the', 'O'), ('absence', 'O'), ('of', 'O'), ('DCC', 'O'), ('identifies', 'O'), ('a', 'O'), ('subgroup', 'O'), ('of', 'O'), ('patients', 'O'), ('with', 'O'), ('lesions', 'O'), ('that', 'O'), ('behave', 'O'), ('like', 'O'), ('stage', 'B'), ('III', 'I'), ('cancers', 'I'), ('.', 'O'))"
Germline mutations in the 3 ' part of APC exon 15 do not result in truncated proteins and are associated with attenuated adenomatous polyposis coli .,"(('Germline', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('3', 'O'), (""'"", 'O'), ('part', 'O'), ('of', 'O'), ('APC', 'B'), ('exon', 'O'), ('15', 'O'), ('do', 'O'), ('not', 'O'), ('result', 'O'), ('in', 'O'), ('truncated', 'O'), ('proteins', 'O'), ('and', 'O'), ('are', 'O'), ('associated', 'O'), ('with', 'O'), ('attenuated', 'O'), ('adenomatous', 'B'), ('polyposis', 'I'), ('coli', 'I'), ('.', 'O'))","(('Germline', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('3', 'O'), (""'"", 'O'), ('part', 'O'), ('of', 'O'), ('APC', 'B'), ('exon', 'O'), ('15', 'O'), ('do', 'O'), ('not', 'O'), ('result', 'O'), ('in', 'O'), ('truncated', 'O'), ('proteins', 'O'), ('and', 'O'), ('are', 'O'), ('associated', 'O'), ('with', 'O'), ('attenuated', 'B'), ('adenomatous', 'I'), ('polyposis', 'I'), ('coli', 'I'), ('.', 'O'))"
"Mutations at the 5 end of APC are known to be associated with a relatively mild form of the disease , called attenuated adenomatous polyposis coli ( AAPC ) .","(('Mutations', 'O'), ('at', 'O'), ('the', 'O'), ('5', 'O'), ('end', 'O'), ('of', 'O'), ('APC', 'B'), ('are', 'O'), ('known', 'O'), ('to', 'O'), ('be', 'O'), ('associated', 'O'), ('with', 'O'), ('a', 'O'), ('relatively', 'O'), ('mild', 'O'), ('form', 'O'), ('of', 'O'), ('the', 'O'), ('disease', 'O'), (',', 'O'), ('called', 'O'), ('attenuated', 'B'), ('adenomatous', 'I'), ('polyposis', 'I'), ('coli', 'I'), ('(', 'O'), ('AAPC', 'B'), (')', 'O'), ('.', 'O'))","(('Mutations', 'O'), ('at', 'O'), ('the', 'O'), ('5', 'O'), ('end', 'O'), ('of', 'O'), ('APC', 'O'), ('are', 'O'), ('known', 'O'), ('to', 'O'), ('be', 'O'), ('associated', 'O'), ('with', 'O'), ('a', 'O'), ('relatively', 'O'), ('mild', 'O'), ('form', 'O'), ('of', 'O'), ('the', 'O'), ('disease', 'O'), (',', 'O'), ('called', 'O'), ('attenuated', 'B'), ('adenomatous', 'I'), ('polyposis', 'I'), ('coli', 'I'), ('(', 'O'), ('AAPC', 'B'), (')', 'O'), ('.', 'O'))"
Our study indicates that chain - terminating mutations located in the 3 part of APC do not result in detectable truncated polypeptides and we hypothesize that this is likely to be the basis for the observed AAPC phenotype . .,"(('Our', 'O'), ('study', 'O'), ('indicates', 'O'), ('that', 'O'), ('chain', 'O'), ('-', 'O'), ('terminating', 'O'), ('mutations', 'O'), ('located', 'O'), ('in', 'O'), ('the', 'O'), ('3', 'O'), ('part', 'O'), ('of', 'O'), ('APC', 'B'), ('do', 'O'), ('not', 'O'), ('result', 'O'), ('in', 'O'), ('detectable', 'O'), ('truncated', 'O'), ('polypeptides', 'O'), ('and', 'O'), ('we', 'O'), ('hypothesize', 'O'), ('that', 'O'), ('this', 'O'), ('is', 'O'), ('likely', 'O'), ('to', 'O'), ('be', 'O'), ('the', 'O'), ('basis', 'O'), ('for', 'O'), ('the', 'O'), ('observed', 'O'), ('AAPC', 'B'), ('phenotype', 'O'), ('.', 'O'), ('.', 'O'))","(('Our', 'O'), ('study', 'O'), ('indicates', 'O'), ('that', 'O'), ('chain', 'O'), ('-', 'O'), ('terminating', 'O'), ('mutations', 'O'), ('located', 'O'), ('in', 'O'), ('the', 'O'), ('3', 'O'), ('part', 'O'), ('of', 'O'), ('APC', 'O'), ('do', 'O'), ('not', 'O'), ('result', 'O'), ('in', 'O'), ('detectable', 'O'), ('truncated', 'O'), ('polypeptides', 'O'), ('and', 'O'), ('we', 'O'), ('hypothesize', 'O'), ('that', 'O'), ('this', 'O'), ('is', 'O'), ('likely', 'O'), ('to', 'O'), ('be', 'O'), ('the', 'O'), ('basis', 'O'), ('for', 'O'), ('the', 'O'), ('observed', 'O'), ('AAPC', 'B'), ('phenotype', 'O'), ('.', 'O'), ('.', 'O'))"
"The low incidence of somatic mutations suggests that BRCA1 inactivation in sporadic tumors occurs by alternative mechanisms , such as interstitial chromosomal deletion or reduced transcription .","(('The', 'O'), ('low', 'O'), ('incidence', 'O'), ('of', 'O'), ('somatic', 'O'), ('mutations', 'O'), ('suggests', 'O'), ('that', 'O'), ('BRCA1', 'O'), ('inactivation', 'O'), ('in', 'O'), ('sporadic', 'O'), ('tumors', 'B'), ('occurs', 'O'), ('by', 'O'), ('alternative', 'O'), ('mechanisms', 'O'), (',', 'O'), ('such', 'O'), ('as', 'O'), ('interstitial', 'O'), ('chromosomal', 'O'), ('deletion', 'O'), ('or', 'O'), ('reduced', 'O'), ('transcription', 'O'), ('.', 'O'))","(('The', 'O'), ('low', 'O'), ('incidence', 'O'), ('of', 'O'), ('somatic', 'O'), ('mutations', 'O'), ('suggests', 'O'), ('that', 'O'), ('BRCA1', 'O'), ('inactivation', 'O'), ('in', 'O'), ('sporadic', 'B'), ('tumors', 'I'), ('occurs', 'O'), ('by', 'O'), ('alternative', 'O'), ('mechanisms', 'O'), (',', 'O'), ('such', 'O'), ('as', 'O'), ('interstitial', 'O'), ('chromosomal', 'O'), ('deletion', 'O'), ('or', 'O'), ('reduced', 'O'), ('transcription', 'O'), ('.', 'O'))"
These common mutations have an etiological role in many breast and ovarian cancer cases and provide the opportunity to examine genotype - phenotype correlations and genotype - environment interactions in individuals with the identical BRCA1 lesion .,"(('These', 'O'), ('common', 'O'), ('mutations', 'O'), ('have', 'O'), ('an', 'O'), ('etiological', 'O'), ('role', 'O'), ('in', 'O'), ('many', 'O'), ('breast', 'B'), ('and', 'I'), ('ovarian', 'I'), ('cancer', 'I'), ('cases', 'O'), ('and', 'O'), ('provide', 'O'), ('the', 'O'), ('opportunity', 'O'), ('to', 'O'), ('examine', 'O'), ('genotype', 'O'), ('-', 'O'), ('phenotype', 'O'), ('correlations', 'O'), ('and', 'O'), ('genotype', 'O'), ('-', 'O'), ('environment', 'O'), ('interactions', 'O'), ('in', 'O'), ('individuals', 'O'), ('with', 'O'), ('the', 'O'), ('identical', 'O'), ('BRCA1', 'O'), ('lesion', 'O'), ('.', 'O'))","(('These', 'O'), ('common', 'O'), ('mutations', 'O'), ('have', 'O'), ('an', 'O'), ('etiological', 'O'), ('role', 'O'), ('in', 'O'), ('many', 'O'), ('breast', 'B'), ('and', 'I'), ('ovarian', 'I'), ('cancer', 'I'), ('cases', 'O'), ('and', 'O'), ('provide', 'O'), ('the', 'O'), ('opportunity', 'O'), ('to', 'O'), ('examine', 'O'), ('genotype', 'O'), ('-', 'O'), ('phenotype', 'O'), ('correlations', 'O'), ('and', 'O'), ('genotype', 'O'), ('-', 'O'), ('environment', 'O'), ('interactions', 'O'), ('in', 'O'), ('individuals', 'O'), ('with', 'O'), ('the', 'O'), ('identical', 'O'), ('BRCA1', 'B'), ('lesion', 'I'), ('.', 'O'))"
"In all three cases , there is a strong family history of breast , ovarian , or other cancers possibly related to a BRCA1 defect and family members showed a high concordance of cancer incidence with the presence of R841W .","(('In', 'O'), ('all', 'O'), ('three', 'O'), ('cases', 'O'), (',', 'O'), ('there', 'O'), ('is', 'O'), ('a', 'O'), ('strong', 'O'), ('family', 'O'), ('history', 'O'), ('of', 'O'), ('breast', 'B'), (',', 'I'), ('ovarian', 'I'), (',', 'I'), ('or', 'I'), ('other', 'I'), ('cancers', 'I'), ('possibly', 'O'), ('related', 'O'), ('to', 'O'), ('a', 'O'), ('BRCA1', 'O'), ('defect', 'O'), ('and', 'O'), ('family', 'O'), ('members', 'O'), ('showed', 'O'), ('a', 'O'), ('high', 'O'), ('concordance', 'O'), ('of', 'O'), ('cancer', 'B'), ('incidence', 'O'), ('with', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('R841W', 'O'), ('.', 'O'))","(('In', 'O'), ('all', 'O'), ('three', 'O'), ('cases', 'O'), (',', 'O'), ('there', 'O'), ('is', 'O'), ('a', 'O'), ('strong', 'O'), ('family', 'O'), ('history', 'O'), ('of', 'O'), ('breast', 'B'), (',', 'I'), ('ovarian', 'I'), (',', 'I'), ('or', 'I'), ('other', 'I'), ('cancers', 'I'), ('possibly', 'O'), ('related', 'O'), ('to', 'O'), ('a', 'O'), ('BRCA1', 'B'), ('defect', 'I'), ('and', 'O'), ('family', 'O'), ('members', 'O'), ('showed', 'O'), ('a', 'O'), ('high', 'O'), ('concordance', 'O'), ('of', 'O'), ('cancer', 'B'), ('incidence', 'O'), ('with', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('R841W', 'O'), ('.', 'O'))"
Mutation analysis of BRCA1 and BRCA2 in a male breast cancer population .,"(('Mutation', 'O'), ('analysis', 'O'), ('of', 'O'), ('BRCA1', 'O'), ('and', 'O'), ('BRCA2', 'O'), ('in', 'O'), ('a', 'O'), ('male', 'B'), ('breast', 'I'), ('cancer', 'I'), ('population', 'O'), ('.', 'O'))","(('Mutation', 'O'), ('analysis', 'O'), ('of', 'O'), ('BRCA1', 'O'), ('and', 'O'), ('BRCA2', 'O'), ('in', 'O'), ('a', 'O'), ('male', 'O'), ('breast', 'B'), ('cancer', 'I'), ('population', 'O'), ('.', 'O'))"
"A population - based series of 54 male breast cancer cases from Southern California were analyzed for germ - line mutations in the inherited breast / ovarian cancer genes , BRCA1 and BRCA2 .","(('A', 'O'), ('population', 'O'), ('-', 'O'), ('based', 'O'), ('series', 'O'), ('of', 'O'), ('54', 'O'), ('male', 'B'), ('breast', 'I'), ('cancer', 'I'), ('cases', 'O'), ('from', 'O'), ('Southern', 'O'), ('California', 'O'), ('were', 'O'), ('analyzed', 'O'), ('for', 'O'), ('germ', 'O'), ('-', 'O'), ('line', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('inherited', 'B'), ('breast', 'I'), ('/', 'I'), ('ovarian', 'I'), ('cancer', 'I'), ('genes', 'O'), (',', 'O'), ('BRCA1', 'O'), ('and', 'O'), ('BRCA2', 'O'), ('.', 'O'))","(('A', 'O'), ('population', 'O'), ('-', 'O'), ('based', 'O'), ('series', 'O'), ('of', 'O'), ('54', 'O'), ('male', 'O'), ('breast', 'B'), ('cancer', 'I'), ('cases', 'O'), ('from', 'O'), ('Southern', 'O'), ('California', 'O'), ('were', 'O'), ('analyzed', 'O'), ('for', 'O'), ('germ', 'O'), ('-', 'O'), ('line', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('inherited', 'B'), ('breast', 'I'), ('/', 'I'), ('ovarian', 'I'), ('cancer', 'I'), ('genes', 'O'), (',', 'O'), ('BRCA1', 'O'), ('and', 'O'), ('BRCA2', 'O'), ('.', 'O'))"
Two male breast cancer patients ( 4 % of the total ) were found to carry novel truncating mutations in the BRCA2 gene .,"(('Two', 'O'), ('male', 'B'), ('breast', 'I'), ('cancer', 'I'), ('patients', 'O'), ('(', 'O'), ('4', 'O'), ('%', 'O'), ('of', 'O'), ('the', 'O'), ('total', 'O'), (')', 'O'), ('were', 'O'), ('found', 'O'), ('to', 'O'), ('carry', 'O'), ('novel', 'O'), ('truncating', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('BRCA2', 'O'), ('gene', 'O'), ('.', 'O'))","(('Two', 'O'), ('male', 'O'), ('breast', 'B'), ('cancer', 'I'), ('patients', 'O'), ('(', 'O'), ('4', 'O'), ('%', 'O'), ('of', 'O'), ('the', 'O'), ('total', 'O'), (')', 'O'), ('were', 'O'), ('found', 'O'), ('to', 'O'), ('carry', 'O'), ('novel', 'O'), ('truncating', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('BRCA2', 'O'), ('gene', 'O'), ('.', 'O'))"
"Only one of the two male breast cancer patients carrying a BRCA2 mutation had a family history of cancer , with one case of ovarian cancer in a first - degree relative .","(('Only', 'O'), ('one', 'O'), ('of', 'O'), ('the', 'O'), ('two', 'O'), ('male', 'B'), ('breast', 'I'), ('cancer', 'I'), ('patients', 'O'), ('carrying', 'O'), ('a', 'O'), ('BRCA2', 'O'), ('mutation', 'O'), ('had', 'O'), ('a', 'O'), ('family', 'O'), ('history', 'O'), ('of', 'O'), ('cancer', 'B'), (',', 'O'), ('with', 'O'), ('one', 'O'), ('case', 'O'), ('of', 'O'), ('ovarian', 'B'), ('cancer', 'I'), ('in', 'O'), ('a', 'O'), ('first', 'O'), ('-', 'O'), ('degree', 'O'), ('relative', 'O'), ('.', 'O'))","(('Only', 'O'), ('one', 'O'), ('of', 'O'), ('the', 'O'), ('two', 'O'), ('male', 'O'), ('breast', 'B'), ('cancer', 'I'), ('patients', 'O'), ('carrying', 'O'), ('a', 'O'), ('BRCA2', 'O'), ('mutation', 'O'), ('had', 'O'), ('a', 'O'), ('family', 'O'), ('history', 'O'), ('of', 'O'), ('cancer', 'B'), (',', 'O'), ('with', 'O'), ('one', 'O'), ('case', 'O'), ('of', 'O'), ('ovarian', 'B'), ('cancer', 'I'), ('in', 'O'), ('a', 'O'), ('first', 'O'), ('-', 'O'), ('degree', 'O'), ('relative', 'O'), ('.', 'O'))"
"In pedigree analyses , this 1721C - - > T transition segregated with the LA phenotype of increased GALT activity in three different biochemical phenotypes ( LA / N , LA / G , and LA / D ) .","(('In', 'O'), ('pedigree', 'O'), ('analyses', 'O'), (',', 'O'), ('this', 'O'), ('1721C', 'O'), ('-', 'O'), ('-', 'O'), ('>', 'O'), ('T', 'O'), ('transition', 'O'), ('segregated', 'O'), ('with', 'O'), ('the', 'O'), ('LA', 'O'), ('phenotype', 'O'), ('of', 'O'), ('increased', 'O'), ('GALT', 'O'), ('activity', 'O'), ('in', 'O'), ('three', 'O'), ('different', 'O'), ('biochemical', 'O'), ('phenotypes', 'O'), ('(', 'O'), ('LA', 'O'), ('/', 'O'), ('N', 'O'), (',', 'O'), ('LA', 'O'), ('/', 'O'), ('G', 'O'), (',', 'O'), ('and', 'O'), ('LA', 'O'), ('/', 'O'), ('D', 'O'), (')', 'O'), ('.', 'O'))","(('In', 'O'), ('pedigree', 'O'), ('analyses', 'O'), (',', 'O'), ('this', 'O'), ('1721C', 'O'), ('-', 'O'), ('-', 'O'), ('>', 'O'), ('T', 'O'), ('transition', 'O'), ('segregated', 'O'), ('with', 'O'), ('the', 'O'), ('LA', 'B'), ('phenotype', 'O'), ('of', 'O'), ('increased', 'O'), ('GALT', 'O'), ('activity', 'O'), ('in', 'O'), ('three', 'O'), ('different', 'O'), ('biochemical', 'O'), ('phenotypes', 'O'), ('(', 'O'), ('LA', 'O'), ('/', 'O'), ('N', 'O'), (',', 'O'), ('LA', 'O'), ('/', 'O'), ('G', 'O'), (',', 'O'), ('and', 'O'), ('LA', 'O'), ('/', 'O'), ('D', 'O'), (')', 'O'), ('.', 'O'))"
"To determine the mechanism for increased activity of the LA variant , we compared GALT mRNA , protein abundance , and enzyme thermal stability in lymphoblast cell lines of D and LA phenotypes with comparable genotypes .","(('To', 'O'), ('determine', 'O'), ('the', 'O'), ('mechanism', 'O'), ('for', 'O'), ('increased', 'O'), ('activity', 'O'), ('of', 'O'), ('the', 'O'), ('LA', 'O'), ('variant', 'O'), (',', 'O'), ('we', 'O'), ('compared', 'O'), ('GALT', 'O'), ('mRNA', 'O'), (',', 'O'), ('protein', 'O'), ('abundance', 'O'), (',', 'O'), ('and', 'O'), ('enzyme', 'O'), ('thermal', 'O'), ('stability', 'O'), ('in', 'O'), ('lymphoblast', 'O'), ('cell', 'O'), ('lines', 'O'), ('of', 'O'), ('D', 'O'), ('and', 'O'), ('LA', 'O'), ('phenotypes', 'O'), ('with', 'O'), ('comparable', 'O'), ('genotypes', 'O'), ('.', 'O'))","(('To', 'O'), ('determine', 'O'), ('the', 'O'), ('mechanism', 'O'), ('for', 'O'), ('increased', 'O'), ('activity', 'O'), ('of', 'O'), ('the', 'O'), ('LA', 'O'), ('variant', 'O'), (',', 'O'), ('we', 'O'), ('compared', 'O'), ('GALT', 'O'), ('mRNA', 'O'), (',', 'O'), ('protein', 'O'), ('abundance', 'O'), (',', 'O'), ('and', 'O'), ('enzyme', 'O'), ('thermal', 'O'), ('stability', 'O'), ('in', 'O'), ('lymphoblast', 'O'), ('cell', 'O'), ('lines', 'O'), ('of', 'O'), ('D', 'B'), ('and', 'O'), ('LA', 'O'), ('phenotypes', 'O'), ('with', 'O'), ('comparable', 'O'), ('genotypes', 'O'), ('.', 'O'))"
"However , these mutations are uncommon in the population and they probably account for only a few percent of all breast cancer incidence .","(('However', 'O'), (',', 'O'), ('these', 'O'), ('mutations', 'O'), ('are', 'O'), ('uncommon', 'O'), ('in', 'O'), ('the', 'O'), ('population', 'O'), ('and', 'O'), ('they', 'O'), ('probably', 'O'), ('account', 'O'), ('for', 'O'), ('only', 'O'), ('a', 'O'), ('few', 'O'), ('percent', 'O'), ('of', 'O'), ('all', 'O'), ('breast', 'B'), ('cancer', 'I'), ('incidence', 'O'), ('.', 'O'))","(('However', 'O'), (',', 'O'), ('these', 'O'), ('mutations', 'O'), ('are', 'O'), ('uncommon', 'O'), ('in', 'O'), ('the', 'O'), ('population', 'O'), ('and', 'O'), ('they', 'O'), ('probably', 'O'), ('account', 'O'), ('for', 'O'), ('only', 'O'), ('a', 'O'), ('few', 'O'), ('percent', 'O'), ('of', 'O'), ('all', 'O'), ('breast', 'B'), ('cancer', 'O'), ('incidence', 'O'), ('.', 'O'))"
This corresponds well to the previous assignment of the locus for the human alkaptonuria gene ( AKU ) to the same chromosomal region by multipoint linkage analysis .,"(('This', 'O'), ('corresponds', 'O'), ('well', 'O'), ('to', 'O'), ('the', 'O'), ('previous', 'O'), ('assignment', 'O'), ('of', 'O'), ('the', 'O'), ('locus', 'O'), ('for', 'O'), ('the', 'O'), ('human', 'O'), ('alkaptonuria', 'B'), ('gene', 'O'), ('(', 'O'), ('AKU', 'O'), (')', 'O'), ('to', 'O'), ('the', 'O'), ('same', 'O'), ('chromosomal', 'O'), ('region', 'O'), ('by', 'O'), ('multipoint', 'O'), ('linkage', 'O'), ('analysis', 'O'), ('.', 'O'))","(('This', 'O'), ('corresponds', 'O'), ('well', 'O'), ('to', 'O'), ('the', 'O'), ('previous', 'O'), ('assignment', 'O'), ('of', 'O'), ('the', 'O'), ('locus', 'O'), ('for', 'O'), ('the', 'O'), ('human', 'O'), ('alkaptonuria', 'B'), ('gene', 'O'), ('(', 'O'), ('AKU', 'B'), (')', 'O'), ('to', 'O'), ('the', 'O'), ('same', 'O'), ('chromosomal', 'O'), ('region', 'O'), ('by', 'O'), ('multipoint', 'O'), ('linkage', 'O'), ('analysis', 'O'), ('.', 'O'))"
"Mutations in the WT1 gene were anticipated to explain the genetic basis of the childhood kidney cancer , Wilms tumour ( WT ) .","(('Mutations', 'O'), ('in', 'O'), ('the', 'O'), ('WT1', 'O'), ('gene', 'O'), ('were', 'O'), ('anticipated', 'O'), ('to', 'O'), ('explain', 'O'), ('the', 'O'), ('genetic', 'O'), ('basis', 'O'), ('of', 'O'), ('the', 'O'), ('childhood', 'O'), ('kidney', 'B'), ('cancer', 'I'), (',', 'O'), ('Wilms', 'B'), ('tumour', 'I'), ('(', 'O'), ('WT', 'B'), (')', 'O'), ('.', 'O'))","(('Mutations', 'O'), ('in', 'O'), ('the', 'O'), ('WT1', 'O'), ('gene', 'O'), ('were', 'O'), ('anticipated', 'O'), ('to', 'O'), ('explain', 'O'), ('the', 'O'), ('genetic', 'O'), ('basis', 'O'), ('of', 'O'), ('the', 'O'), ('childhood', 'B'), ('kidney', 'I'), ('cancer', 'I'), (',', 'O'), ('Wilms', 'B'), ('tumour', 'I'), ('(', 'O'), ('WT', 'B'), (')', 'O'), ('.', 'O'))"
"Ten of the possible 12 mutations in the five familial cases and five of the sporadic patients were found , all of which conformed to a functional outcome of haploinsufficiency .","(('Ten', 'O'), ('of', 'O'), ('the', 'O'), ('possible', 'O'), ('12', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('five', 'O'), ('familial', 'O'), ('cases', 'O'), ('and', 'O'), ('five', 'O'), ('of', 'O'), ('the', 'O'), ('sporadic', 'O'), ('patients', 'O'), ('were', 'O'), ('found', 'O'), (',', 'O'), ('all', 'O'), ('of', 'O'), ('which', 'O'), ('conformed', 'O'), ('to', 'O'), ('a', 'O'), ('functional', 'O'), ('outcome', 'O'), ('of', 'O'), ('haploinsufficiency', 'O'), ('.', 'O'))","(('Ten', 'O'), ('of', 'O'), ('the', 'O'), ('possible', 'O'), ('12', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('five', 'O'), ('familial', 'O'), ('cases', 'O'), ('and', 'O'), ('five', 'O'), ('of', 'O'), ('the', 'O'), ('sporadic', 'O'), ('patients', 'O'), ('were', 'O'), ('found', 'O'), (',', 'O'), ('all', 'O'), ('of', 'O'), ('which', 'O'), ('conformed', 'O'), ('to', 'O'), ('a', 'O'), ('functional', 'O'), ('outcome', 'O'), ('of', 'O'), ('haploinsufficiency', 'B'), ('.', 'O'))"
We studied a previously described Swiss family with inherited C9 deficiency .,"(('We', 'O'), ('studied', 'O'), ('a', 'O'), ('previously', 'O'), ('described', 'O'), ('Swiss', 'O'), ('family', 'O'), ('with', 'O'), ('inherited', 'B'), ('C9', 'I'), ('deficiency', 'I'), ('.', 'O'))","(('We', 'O'), ('studied', 'O'), ('a', 'O'), ('previously', 'O'), ('described', 'O'), ('Swiss', 'O'), ('family', 'O'), ('with', 'O'), ('inherited', 'O'), ('C9', 'B'), ('deficiency', 'I'), ('.', 'O'))"
