Data,Sentence,Gold,Pred,FP,FN,Overlap
NCBI,We followed 210 cases of juvenile rheumatoid arthritis closely for eleven years .,['juvenile'],['-'],[],['juvenile'],[]
NCBI,We interpret this as episodes of cardiac arrest caused by metoclopramide .,['arrest'],['-'],[],['arrest'],[]
NCBI,We investigated the potential role of mitochondrial injury in the onset of these lesions .,"['mitochondrial', 'injury']","['-', '-']",[],"['mitochondrial', 'injury']",[]
NCBI,"We need more evidence on the safety of HT for menopausal symptom control , though short - term use appears to be relatively safe for healthy younger women .",['-'],['menopausal'],['menopausal'],[],[]
NCBI,We prospectively performed continuous ambulatory ECG monitoring on 25 patients undergoing 5 - FU infusion for treatment of solid tumors in order to assess the incidence of ischemic ST changes .,"['-', 'tumors', 'ischemic']","['solid', 'tumors', '-']",['solid'],['ischemic'],['tumors']
NCBI,We report an investigation from a local surveillance for serious adverse drug reactions associated with disease modifying anti - rheumatic drugs that was triggered by the occurrence of liver failure in two of our patients .,['-'],['rheumatic'],['rheumatic'],[],[]
NCBI,We report the clinical and bioptic findings for a 57 - year - old woman with severe chloroquine - induced myopathy .,['-'],['chloroquine'],['chloroquine'],[],[]
NCBI,"When the treatment last only 2 weeks , the presence of PB did not change significantly the last parameters .",['-'],['PB'],['PB'],[],[]
NCBI,"While AAP caused a 117 - fold elevation of serum transaminase activities in mice kept on a standard laboratory diet , which was significantly exacerbated by ethanol and inhibited by nicotinic acid amide ( NAA ) , adverse effects were noted in animals fed a diet free of precursors of NAD .",['-'],['NAD'],['NAD'],[],[]
NCBI,"While lovastatin and simvastatin have been associated with toxic myopathy , pravastatin - associated myopathy could represent a distinct , inflammatory entity .","['-', 'myopathy']","['toxic', 'myopathy']",['toxic'],[],['myopathy']
NCBI,"Without the knowledge of the medical personnel , the patient ' s mother administered three doses of clonidine during the evening before and morning of surgery to reduce anxiety .",['anxiety'],['-'],[],['anxiety'],[]
NCBI,Women who had endometrial cancer and had received tamoxifen had more advanced disease and poorer prognosis than those with endometrial cancer who had not received this treatment .,"['advanced', 'disease']","['-', '-']",[],"['advanced', 'disease']",[]
