Sentence,Gold,Pred
We prospectively performed continuous ambulatory ECG monitoring on 25 patients undergoing 5 - FU infusion for treatment of solid tumors in order to assess the incidence of ischemic ST changes .,"('ischemic', 'B')","('ischemic', 'O')"
The incidence of ischemic episodes per patient per hour was 0 . 05 + / - 0 . 02 prior to 5 - FU infusion v 0 . 13 + / - 0 . 03 during 5 - FU infusion ( P less than . 001 ) ; the duration of ECG changes was 0 . 6 + / - 0 . 3 minutes per patient per hour before 5 - FU v 1 . 9 + / - 0 . 5 minutes per patient per hour during 5 - FU ( P less than . 01 ) .,"('ischemic', 'B')","('ischemic', 'O')"
"There were two cases of sudden death , both of which occurred at the end of the chemotherapy course .","('death', 'I')","('death', 'O')"
Chronic CBZ also decreased the incidence of seizure - related mortality in the cocaine - injected rats .,"('seizure', 'B')","('seizure', 'O')"
"Magnetic resonance imaging of cerebral venous thrombosis secondary to "" low - dose "" birth control pills .","('cerebral', 'O')","('cerebral', 'B')"
"Magnetic resonance imaging of cerebral venous thrombosis secondary to "" low - dose "" birth control pills .","('venous', 'B')","('venous', 'I')"
A dystonia - like syndrome after neuropeptide ( MSH / ACTH ) stimulation of the rat locus ceruleus .,"('-', 'O')","('-', 'I')"
A dystonia - like syndrome after neuropeptide ( MSH / ACTH ) stimulation of the rat locus ceruleus .,"('like', 'O')","('like', 'I')"
A dystonia - like syndrome after neuropeptide ( MSH / ACTH ) stimulation of the rat locus ceruleus .,"('syndrome', 'O')","('syndrome', 'I')"
"The movement disorder investigated in these studies has some features in common with human idiopathic dystonia , and information obtained in these studies may be of potential clinical benefit .","('idiopathic', 'O')","('idiopathic', 'B')"
"The movement disorder investigated in these studies has some features in common with human idiopathic dystonia , and information obtained in these studies may be of potential clinical benefit .","('dystonia', 'B')","('dystonia', 'I')"
"It consists of microangiopathic hemolytic anemia , thrombocytopenia and progressive renal failure associated with mitomycin C treatment and affects about 10 % of patients treated with this agent .","('microangiopathic', 'O')","('microangiopathic', 'B')"
"It consists of microangiopathic hemolytic anemia , thrombocytopenia and progressive renal failure associated with mitomycin C treatment and affects about 10 % of patients treated with this agent .","('hemolytic', 'B')","('hemolytic', 'I')"
Production of autochthonous prostate cancer in Lobund - Wistar rats by treatments with N - nitroso - N - methylurea and testosterone .,"('prostate', 'B')","('prostate', 'I')"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('tubular', 'O')","('tubular', 'I')"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('damage', 'O')","('damage', 'I')"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('HCBD', 'O')","('HCBD', 'B')"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('papillary', 'O')","('papillary', 'B')"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('damage', 'O')","('damage', 'I')"
Proximal tubular damage caused by HCBD and papillary damage caused by BEA were distinguished both by conventional urinalysis ( volume and specific gravity ) and by measurement of the two urinary enzymes .,"('BEA', 'O')","('BEA', 'B')"
Alkaline phosphatase and glucose were markedly and transiently elevated in proximal tubular damage and N - acetyl - beta - glucosaminidase showed a sustained elevation in papillary damage .,"('proximal', 'O')","('proximal', 'B')"
Alkaline phosphatase and glucose were markedly and transiently elevated in proximal tubular damage and N - acetyl - beta - glucosaminidase showed a sustained elevation in papillary damage .,"('tubular', 'O')","('tubular', 'I')"
Alkaline phosphatase and glucose were markedly and transiently elevated in proximal tubular damage and N - acetyl - beta - glucosaminidase showed a sustained elevation in papillary damage .,"('damage', 'O')","('damage', 'I')"
Alkaline phosphatase and glucose were markedly and transiently elevated in proximal tubular damage and N - acetyl - beta - glucosaminidase showed a sustained elevation in papillary damage .,"('papillary', 'O')","('papillary', 'B')"
Alkaline phosphatase and glucose were markedly and transiently elevated in proximal tubular damage and N - acetyl - beta - glucosaminidase showed a sustained elevation in papillary damage .,"('damage', 'O')","('damage', 'I')"
The role of cyclosporine ( CSA ) alone or in combination with various chemotherapeutics in the development of renal toxicity was evaluated in rats .,"('toxicity', 'I')","('toxicity', 'O')"
This antidyskinetic drug is widely used in clinical psychiatric practice and physicians should be aware of this side effect .,"('psychiatric', 'B')","('psychiatric', 'O')"
"When the treatment last only 2 weeks , the presence of PB did not change significantly the last parameters .","('PB', 'O')","('PB', 'B')"
Biochemical investigations are in progress to obtain more information about this ' paradoxical ' PB effect .,"('PB', 'O')","('PB', 'B')"
All three anesthetics produced massive degeneration of the extraocular muscles .,"('degeneration', 'O')","('degeneration', 'B')"
All three anesthetics produced massive degeneration of the extraocular muscles .,"('of', 'O')","('of', 'I')"
All three anesthetics produced massive degeneration of the extraocular muscles .,"('extraocular', 'O')","('extraocular', 'I')"
All three anesthetics produced massive degeneration of the extraocular muscles .,"('muscles', 'O')","('muscles', 'I')"
"In addition to muscle damage , severe damage was also seen in harderian glands , especially after exposure to mepivacaine and lidocaine plus epinephrine .","('muscle', 'B')","('muscle', 'O')"
"In addition to muscle damage , severe damage was also seen in harderian glands , especially after exposure to mepivacaine and lidocaine plus epinephrine .","('damage', 'I')","('damage', 'O')"
Gentamicin nephropathy in a neonate .,"('Gentamicin', 'O')","('Gentamicin', 'B')"
Gentamicin nephropathy in a neonate .,"('nephropathy', 'B')","('nephropathy', 'I')"
"At the 1 . 0 % dosage level , 20 % of rats of both sexes developed neoplastic nodules of the liver , a statistically significant incidence .","('neoplastic', 'O')","('neoplastic', 'B')"
"At the 1 . 0 % dosage level , 20 % of rats of both sexes developed neoplastic nodules of the liver , a statistically significant incidence .","('nodules', 'O')","('nodules', 'I')"
"At the 1 . 0 % dosage level , 20 % of rats of both sexes developed neoplastic nodules of the liver , a statistically significant incidence .","('of', 'O')","('of', 'I')"
"At the 1 . 0 % dosage level , 20 % of rats of both sexes developed neoplastic nodules of the liver , a statistically significant incidence .","('the', 'O')","('the', 'I')"
"At the 1 . 0 % dosage level , 20 % of rats of both sexes developed neoplastic nodules of the liver , a statistically significant incidence .","('liver', 'O')","('liver', 'I')"
"Tiapride had no effect on levodopa - induced early morning of "" off - period "" segmental dystonia .","('segmental', 'O')","('segmental', 'B')"
"Tiapride had no effect on levodopa - induced early morning of "" off - period "" segmental dystonia .","('dystonia', 'B')","('dystonia', 'I')"
"This report also suggests that , even after long - term administration , the hepatic toxicity is reversible .","('hepatic', 'B')","('hepatic', 'O')"
"This report also suggests that , even after long - term administration , the hepatic toxicity is reversible .","('toxicity', 'I')","('toxicity', 'O')"
Comparison of the effectiveness of ranitidine and cimetidine in inhibiting acid secretion in patients with gastric hypersecretory states .,"('gastric', 'O')","('gastric', 'B')"
Comparison of the effectiveness of ranitidine and cimetidine in inhibiting acid secretion in patients with gastric hypersecretory states .,"('hypersecretory', 'O')","('hypersecretory', 'I')"
Comparison of the effectiveness of ranitidine and cimetidine in inhibiting acid secretion in patients with gastric hypersecretory states .,"('states', 'O')","('states', 'I')"
The H2 - histamine receptor antagonists ranitidine and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short - and long - term basis in 22 patients with gastric acid hypersecretory states .,"('hypersecretion', 'O')","('hypersecretion', 'I')"
The H2 - histamine receptor antagonists ranitidine and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short - and long - term basis in 22 patients with gastric acid hypersecretory states .,"('gastric', 'O')","('gastric', 'B')"
The H2 - histamine receptor antagonists ranitidine and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short - and long - term basis in 22 patients with gastric acid hypersecretory states .,"('acid', 'O')","('acid', 'I')"
The H2 - histamine receptor antagonists ranitidine and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short - and long - term basis in 22 patients with gastric acid hypersecretory states .,"('hypersecretory', 'O')","('hypersecretory', 'I')"
The H2 - histamine receptor antagonists ranitidine and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short - and long - term basis in 22 patients with gastric acid hypersecretory states .,"('states', 'O')","('states', 'I')"
The results show that both drugs can adequately inhibit acid secretion in patients with gastric hypersecretory states .,"('gastric', 'O')","('gastric', 'B')"
The results show that both drugs can adequately inhibit acid secretion in patients with gastric hypersecretory states .,"('hypersecretory', 'O')","('hypersecretory', 'I')"
These data indicate that the adaptive response to ISO shows an early hypertrophic phase ( 1 - 4 days ) characterized by a substantial increase in RNA content and cardiac mass in the absence of changes in DNA .,"('hypertrophic', 'B')","('hypertrophic', 'O')"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('Doxorubicin', 'O')","('Doxorubicin', 'B')"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('cardiomyopathy', 'B')","('cardiomyopathy', 'I')"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('left', 'O')","('left', 'B')"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('-', 'O')","('-', 'I')"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('sided', 'O')","('sided', 'I')"
Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"('Wilms', 'B')","('Wilms', 'I')"
Two children with Wilms tumor of the left kidney experienced severe anthracycline cardiomyopathy after irradiation to the tumor bed and conventional dosage of doxorubicin .,"('of', 'O')","('of', 'I')"
Two children with Wilms tumor of the left kidney experienced severe anthracycline cardiomyopathy after irradiation to the tumor bed and conventional dosage of doxorubicin .,"('the', 'O')","('the', 'I')"
Two children with Wilms tumor of the left kidney experienced severe anthracycline cardiomyopathy after irradiation to the tumor bed and conventional dosage of doxorubicin .,"('kidney', 'O')","('kidney', 'I')"
Two children with Wilms tumor of the left kidney experienced severe anthracycline cardiomyopathy after irradiation to the tumor bed and conventional dosage of doxorubicin .,"('anthracycline', 'O')","('anthracycline', 'B')"
Two children with Wilms tumor of the left kidney experienced severe anthracycline cardiomyopathy after irradiation to the tumor bed and conventional dosage of doxorubicin .,"('cardiomyopathy', 'B')","('cardiomyopathy', 'I')"
The cardiomyopathy is attributed 1 ) to the fact that radiation fields for left Wilms tumor include the lower portion of the heart and 2 ) to the interaction of doxorubicin and irradiation on cardiac muscle .,"('left', 'O')","('left', 'B')"
The cardiomyopathy is attributed 1 ) to the fact that radiation fields for left Wilms tumor include the lower portion of the heart and 2 ) to the interaction of doxorubicin and irradiation on cardiac muscle .,"('Wilms', 'B')","('Wilms', 'I')"
It is recommended that doxorubicin dosage be sharply restricted in children with Wilms tumor of the left kidney who receive postoperative irradiation .,"('of', 'O')","('of', 'I')"
It is recommended that doxorubicin dosage be sharply restricted in children with Wilms tumor of the left kidney who receive postoperative irradiation .,"('the', 'O')","('the', 'I')"
It is recommended that doxorubicin dosage be sharply restricted in children with Wilms tumor of the left kidney who receive postoperative irradiation .,"('left', 'O')","('left', 'I')"
It is recommended that doxorubicin dosage be sharply restricted in children with Wilms tumor of the left kidney who receive postoperative irradiation .,"('kidney', 'O')","('kidney', 'I')"
"MESNA was given orally on the days of treatment with IF in 3 doses of 840 mg / m2 , each administered at 0 hr ( = injection of IF ) , 4 hr and 8 hr p . i .","('IF', 'O')","('IF', 'B')"
A further group of 25 patients under polychemotherapy with IF were treated by conventional prophylactic measures ( raised fluid intake and forced diuresis ) .,"('IF', 'O')","('IF', 'B')"
"The case illustrates that , despite the results of earlier studies , trazodone ' s effect on cardiac conduction may be severe in individuals at risk for conduction delay .","('conduction', 'O')","('conduction', 'B')"
"The case illustrates that , despite the results of earlier studies , trazodone ' s effect on cardiac conduction may be severe in individuals at risk for conduction delay .","('delay', 'O')","('delay', 'I')"
Known causes of movement disorders were eliminated after evaluation .,"('disorders', 'I')","('disorders', 'O')"
Phenobarbital should be added to the list of anticonvulsant drugs that can cause movement disorders .,"('movement', 'B')","('movement', 'O')"
Structural and functional measurements indicate that androgens exert a permissive or necessary action on the structural configuration of the oropharynx that predisposes to obstruction during sleep .,"('obstruction', 'O')","('obstruction', 'B')"
Sixty - three percent of these infants had tricuspid valve involvement .,"('tricuspid', 'O')","('tricuspid', 'B')"
Sixty - three percent of these infants had tricuspid valve involvement .,"('valve', 'O')","('valve', 'I')"
Sixty - three percent of these infants had tricuspid valve involvement .,"('involvement', 'O')","('involvement', 'I')"
In 13 patients we observed the effects of HCTZ therapy ( 100 mg daily ) on the occurrence of PVC ' s during rest as well as during static and dynamic exercise .,"('PVC', 'O')","('PVC', 'B')"
"The occurrence of PVC ' s correlated significantly with the fall in serum K + observed r = 0 . 72 , p less than 0 . 001 .","('PVC', 'O')","('PVC', 'B')"
"The occurrence of PVC ' s correlated significantly with the fall in serum K + observed r = 0 . 72 , p less than 0 . 001 .","(""'"", 'O')","(""'"", 'I')"
"Any other suspected cases of ocular toxicity associated with topically applied chloramphenicol should be reported to the National Registry of Drug - Induced Ocular Side Effects , Oregon Health Sciences University , Portland , OR 97201 .","('ocular', 'B')","('ocular', 'O')"
"Any other suspected cases of ocular toxicity associated with topically applied chloramphenicol should be reported to the National Registry of Drug - Induced Ocular Side Effects , Oregon Health Sciences University , Portland , OR 97201 .","('toxicity', 'I')","('toxicity', 'O')"
Extrapyramidal side effects and oral haloperidol : an analysis of explanatory patient and treatment characteristics .,"('Extrapyramidal', 'O')","('Extrapyramidal', 'B')"
Extrapyramidal side effects and oral haloperidol : an analysis of explanatory patient and treatment characteristics .,"('side', 'O')","('side', 'I')"
The incidence of extrapyramidal side effects ( EPS ) was evaluated in 98 patients treated with haloperidol .,"('extrapyramidal', 'O')","('extrapyramidal', 'B')"
The incidence of extrapyramidal side effects ( EPS ) was evaluated in 98 patients treated with haloperidol .,"('EPS', 'O')","('EPS', 'B')"
The present study points to patient characteristics that may be of significance in the development of EPS due to haloperidol .,"('EPS', 'O')","('EPS', 'B')"
Dose - effect and structure - function relationships in doxorubicin cardiomyopathy .,"('doxorubicin', 'O')","('doxorubicin', 'B')"
Dose - effect and structure - function relationships in doxorubicin cardiomyopathy .,"('cardiomyopathy', 'B')","('cardiomyopathy', 'I')"
"Performance abnormalities correlated weakly with dose , exhibited a curvilinear relationship , and had a "" threshold "" for expression .","('Performance', 'O')","('Performance', 'B')"
"Performance abnormalities correlated weakly with dose , exhibited a curvilinear relationship , and had a "" threshold "" for expression .","('abnormalities', 'O')","('abnormalities', 'I')"
"Catheterization abnormalities correlated well with morphologic damage ( r = 0 . 57 to 0 . 78 ) in a subgroup of patients in whom exercise hemodynamics were measured , and this relationship also exhibited a curvilinear , threshold configuration .","('Catheterization', 'O')","('Catheterization', 'B')"
"Catheterization abnormalities correlated well with morphologic damage ( r = 0 . 57 to 0 . 78 ) in a subgroup of patients in whom exercise hemodynamics were measured , and this relationship also exhibited a curvilinear , threshold configuration .","('abnormalities', 'O')","('abnormalities', 'I')"
"Creatinine clearance , maximum urinary osmolality and 24 hour urine volume have been tested in 50 affectively ill patients who have been on long - term lithium for more than one year .","('affectively', 'O')","('affectively', 'B')"
Urinary concentration defect appeared frequent but the extent of the impairment is difficult to assess because of the uncertainty about the norms applicable to this group of patients .,"('Urinary', 'O')","('Urinary', 'B')"
Urinary concentration defect appeared frequent but the extent of the impairment is difficult to assess because of the uncertainty about the norms applicable to this group of patients .,"('concentration', 'O')","('concentration', 'I')"
Urinary concentration defect appeared frequent but the extent of the impairment is difficult to assess because of the uncertainty about the norms applicable to this group of patients .,"('defect', 'O')","('defect', 'I')"
Carboplatin has been reported to cause acute renal failure when administered in high doses to adult patients .,"('acute', 'B')","('acute', 'O')"
Pravastatin - associated myopathy .,"('Pravastatin', 'O')","('Pravastatin', 'B')"
"A case of acute inflammatory myopathy associated with the use of pravastatin , a new hydrophilic 3 - hydroxy - 3 methylglutaril coenzyme A reductase inhibitor , is reported .","('acute', 'O')","('acute', 'B')"
"A case of acute inflammatory myopathy associated with the use of pravastatin , a new hydrophilic 3 - hydroxy - 3 methylglutaril coenzyme A reductase inhibitor , is reported .","('inflammatory', 'B')","('inflammatory', 'I')"
He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation .,"('acute', 'O')","('acute', 'B')"
He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation .,"('of', 'O')","('of', 'I')"
He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation .,"('the', 'O')","('the', 'I')"
He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation .,"('lower', 'O')","('lower', 'I')"
He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation .,"('limbs', 'O')","('limbs', 'I')"
"While lovastatin and simvastatin have been associated with toxic myopathy , pravastatin - associated myopathy could represent a distinct , inflammatory entity .","('toxic', 'O')","('toxic', 'B')"
"While lovastatin and simvastatin have been associated with toxic myopathy , pravastatin - associated myopathy could represent a distinct , inflammatory entity .","('myopathy', 'B')","('myopathy', 'I')"
"Two halogenated anesthetics , enflurane and isoflurane , have been associated with an allergic - type hepatic injury both alone and following previous exposure to halothane .","('allergic', 'O')","('allergic', 'B')"
"A patient developed a severe cholinergic syndrome from the use of echothiophate iodide ophthalmic drops , presented with profound muscle weakness and was initially given the diagnosis of myasthenia gravis .","('cholinergic', 'O')","('cholinergic', 'B')"
"A patient developed a severe cholinergic syndrome from the use of echothiophate iodide ophthalmic drops , presented with profound muscle weakness and was initially given the diagnosis of myasthenia gravis .","('syndrome', 'O')","('syndrome', 'I')"
"The present data indicate that the determination of malondialdehyde , oxypurines , and nucleosides in peripheral blood , may be used to monitor the metabolic alterations of tissues occurring during ischemic phenomena . ( ABSTRACT TRUNCATED AT 250 WORDS )","('ischemic', 'B')","('ischemic', 'O')"
Acute renal toxicity of doxorubicin ( adriamycin ) - loaded cyanoacrylate nanoparticles .,"('renal', 'B')","('renal', 'O')"
Acute renal toxicity of doxorubicin ( adriamycin ) - loaded cyanoacrylate nanoparticles .,"('toxicity', 'I')","('toxicity', 'O')"
Acute doxorubicin - loaded nanoparticle ( DXNP ) renal toxicity was explored in both normal rats and rats with experimental glomerulonephritis .,"('renal', 'B')","('renal', 'O')"
Acute doxorubicin - loaded nanoparticle ( DXNP ) renal toxicity was explored in both normal rats and rats with experimental glomerulonephritis .,"('toxicity', 'I')","('toxicity', 'O')"
"These results demonstrate that , in these experimental conditions , DXNP killed less animals than free DX , despite of an enhanced renal toxicity of the former .","('renal', 'B')","('renal', 'O')"
"These results demonstrate that , in these experimental conditions , DXNP killed less animals than free DX , despite of an enhanced renal toxicity of the former .","('toxicity', 'I')","('toxicity', 'O')"
Protective effect of misoprostol on indomethacin induced renal dysfunction in elderly patients .,"('indomethacin', 'O')","('indomethacin', 'B')"
CONCLUSION : Hospitalized elderly patients are at risk for developing indomethacin related renal dysfunction .,"('indomethacin', 'O')","('indomethacin', 'B')"
There have also been two reported fatalities from DM overdoses ( Fleming 1986 ) .,"('DM', 'O')","('DM', 'B')"
Auditory disturbance associated with interscalene brachial plexus block .,"('disturbance', 'O')","('disturbance', 'I')"
Auditory disturbance associated with interscalene brachial plexus block .,"('interscalene', 'O')","('interscalene', 'B')"
Auditory disturbance associated with interscalene brachial plexus block .,"('brachial', 'O')","('brachial', 'I')"
Auditory disturbance associated with interscalene brachial plexus block .,"('plexus', 'O')","('plexus', 'I')"
Auditory disturbance associated with interscalene brachial plexus block .,"('block', 'O')","('block', 'I')"
The mean SC - 48334 steady - state trough level ( 4 . 04 + / - 0 . 99 micrograms / ml ) was below the in vitro inhibitory concentration for human immunodeficiency virus ( HIV ) .,"('human', 'O')","('human', 'B')"
The mean SC - 48334 steady - state trough level ( 4 . 04 + / - 0 . 99 micrograms / ml ) was below the in vitro inhibitory concentration for human immunodeficiency virus ( HIV ) .,"('immunodeficiency', 'B')","('immunodeficiency', 'I')"
The mean SC - 48334 steady - state trough level ( 4 . 04 + / - 0 . 99 micrograms / ml ) was below the in vitro inhibitory concentration for human immunodeficiency virus ( HIV ) .,"('virus', 'O')","('virus', 'I')"
The mean SC - 48334 steady - state trough level ( 4 . 04 + / - 0 . 99 micrograms / ml ) was below the in vitro inhibitory concentration for human immunodeficiency virus ( HIV ) .,"('HIV', 'O')","('HIV', 'B')"
Failure of ancrod in the treatment of heparin - induced arterial thrombosis .,"('heparin', 'O')","('heparin', 'B')"
Failure of ancrod in the treatment of heparin - induced arterial thrombosis .,"('arterial', 'O')","('arterial', 'B')"
Failure of ancrod in the treatment of heparin - induced arterial thrombosis .,"('thrombosis', 'B')","('thrombosis', 'I')"
The morbidity and mortality associated with heparin - induced thrombosis remain high despite numerous empirical therapies .,"('heparin', 'O')","('heparin', 'B')"
The morbidity and mortality associated with heparin - induced thrombosis remain high despite numerous empirical therapies .,"('induced', 'O')","('induced', 'I')"
The morbidity and mortality associated with heparin - induced thrombosis remain high despite numerous empirical therapies .,"('thrombosis', 'B')","('thrombosis', 'I')"
The authors present a case of failure of ancrod treatment in a patient with heparin - induced thrombosis .,"('heparin', 'O')","('heparin', 'B')"
The authors present a case of failure of ancrod treatment in a patient with heparin - induced thrombosis .,"('-', 'O')","('-', 'I')"
The authors present a case of failure of ancrod treatment in a patient with heparin - induced thrombosis .,"('induced', 'O')","('induced', 'I')"
The authors present a case of failure of ancrod treatment in a patient with heparin - induced thrombosis .,"('thrombosis', 'B')","('thrombosis', 'I')"
Neuropathic complaints were not very troublesome on the long term .,"('Neuropathic', 'O')","('Neuropathic', 'B')"
"Additional neuronanatomical studies , including cresyl violet staining , neuronal degeneration methods , and histochemical localization of glial fibrillary acidic protein , suggested that the decrease in the number of GAD mRNA - containing neurons was related to neuronal loss rather than to a decrease in GAD mRNA levels .","('neuronal', 'B')","('neuronal', 'O')"
"Additional neuronanatomical studies , including cresyl violet staining , neuronal degeneration methods , and histochemical localization of glial fibrillary acidic protein , suggested that the decrease in the number of GAD mRNA - containing neurons was related to neuronal loss rather than to a decrease in GAD mRNA levels .","('loss', 'I')","('loss', 'O')"
"The results indicate that , in this model , a subpopulation of GAD mRNA - containing neurons within the dentate gyrus is selectively vulnerable to seizure - induced damage .","('seizure', 'B')","('seizure', 'O')"
This experience raises the question of the role of BMT itself as a therapeutic option for patients with uncontrolled destructive synovitis .,"('destructive', 'O')","('destructive', 'B')"
This experience raises the question of the role of BMT itself as a therapeutic option for patients with uncontrolled destructive synovitis .,"('synovitis', 'B')","('synovitis', 'I')"
Efficacy and tolerability of lovastatin in 3390 women with moderate hypercholesterolemia .,"('moderate', 'O')","('moderate', 'B')"
OBJECTIVE : To evaluate the efficacy and safety of lovastatin in women with moderate hypercholesterolemia .,"('moderate', 'O')","('moderate', 'B')"
OBJECTIVE : To evaluate the efficacy and safety of lovastatin in women with moderate hypercholesterolemia .,"('hypercholesterolemia', 'B')","('hypercholesterolemia', 'I')"
CONCLUSION : Lovastatin is highly effective and generally well tolerated as therapy for primary hypercholesterolemia in women .,"('primary', 'O')","('primary', 'B')"
CONCLUSION : Lovastatin is highly effective and generally well tolerated as therapy for primary hypercholesterolemia in women .,"('hypercholesterolemia', 'B')","('hypercholesterolemia', 'I')"
"A palpable venous cord was present in 23 % ( 14 of 62 ) of patients in the diazepam group , compared with 2 % ( 1 of 60 patients ) in the midazolam group ( p < 0 . 002 ) .","('cord', 'O')","('cord', 'I')"
Changes in peroxisomes in preneoplastic liver and hepatoma of mice induced by alpha - benzene hexachloride .,"('preneoplastic', 'O')","('preneoplastic', 'B')"
Changes in peroxisomes in preneoplastic liver and hepatoma of mice induced by alpha - benzene hexachloride .,"('liver', 'O')","('liver', 'I')"
"At the 16th week of carcinogen feeding , hyperplastic nodules appeared and advanced to further stages .","('hyperplastic', 'O')","('hyperplastic', 'B')"
"At the 16th week of carcinogen feeding , hyperplastic nodules appeared and advanced to further stages .","('nodules', 'O')","('nodules', 'I')"
No abnormal matrical inclusions of peroxisomes were formed in the cells of hyperplastic nodules by ethyl - alpha - p - chlorophenoxyisobutyrate unlike in the case of rats .,"('hyperplastic', 'O')","('hyperplastic', 'B')"
"Cardiac function was assessed in long - term survivors of malignant bone tumors who were treated according to Rosen ' s T5 or T10 protocol , both including doxorubicin .","('malignant', 'O')","('malignant', 'B')"
"Cardiac function was assessed in long - term survivors of malignant bone tumors who were treated according to Rosen ' s T5 or T10 protocol , both including doxorubicin .","('bone', 'B')","('bone', 'I')"
Chemotherapy of advanced inoperable non - small cell lung cancer with paclitaxel : a phase II trial .,"('advanced', 'O')","('advanced', 'B')"
Chemotherapy of advanced inoperable non - small cell lung cancer with paclitaxel : a phase II trial .,"('inoperable', 'O')","('inoperable', 'I')"
Chemotherapy of advanced inoperable non - small cell lung cancer with paclitaxel : a phase II trial .,"('non', 'B')","('non', 'I')"
Paclitaxel combined with carboplatin in the first - line treatment of advanced ovarian cancer .,"('advanced', 'O')","('advanced', 'B')"
Paclitaxel combined with carboplatin in the first - line treatment of advanced ovarian cancer .,"('ovarian', 'B')","('ovarian', 'I')"
"In a phase I study to determine the maximum tolerated dose of paclitaxel ( Taxol ; Bristol - Myers Squibb Company , Princeton , NJ ) given as a 3 - hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer , paclitaxel doses were escalated as follows : level 1 , 135 mg / m2 ; level 2 , 160 mg / m2 ; level 3 , 185 mg / m2 ; and level 4 , 210 mg / m2 .","('advanced', 'O')","('advanced', 'B')"
"In a phase I study to determine the maximum tolerated dose of paclitaxel ( Taxol ; Bristol - Myers Squibb Company , Princeton , NJ ) given as a 3 - hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer , paclitaxel doses were escalated as follows : level 1 , 135 mg / m2 ; level 2 , 160 mg / m2 ; level 3 , 185 mg / m2 ; and level 4 , 210 mg / m2 .","('ovarian', 'B')","('ovarian', 'I')"
Occasional case reports have shown that acute myopathy may occur in patients treated with massive doses of corticosteroids .,"('acute', 'O')","('acute', 'B')"
Occasional case reports have shown that acute myopathy may occur in patients treated with massive doses of corticosteroids .,"('myopathy', 'B')","('myopathy', 'I')"
"While AAP caused a 117 - fold elevation of serum transaminase activities in mice kept on a standard laboratory diet , which was significantly exacerbated by ethanol and inhibited by nicotinic acid amide ( NAA ) , adverse effects were noted in animals fed a diet free of precursors of NAD .","('NAD', 'O')","('NAD', 'B')"
"In these animals , only minor increases of serum transaminase activities were measured in the presence of AAP , and unlike the exacerbation caused by ethanol in mice on a standard diet , the liver damage was inhibited by 50 % by ethanol .","('liver', 'B')","('liver', 'O')"
"In these animals , only minor increases of serum transaminase activities were measured in the presence of AAP , and unlike the exacerbation caused by ethanol in mice on a standard diet , the liver damage was inhibited by 50 % by ethanol .","('damage', 'I')","('damage', 'O')"
His subsequent course was remarkable for non - immune thrombocytopenia which resolved .,"('non', 'O')","('non', 'B')"
His subsequent course was remarkable for non - immune thrombocytopenia which resolved .,"('-', 'O')","('-', 'I')"
His subsequent course was remarkable for non - immune thrombocytopenia which resolved .,"('immune', 'O')","('immune', 'I')"
His subsequent course was remarkable for non - immune thrombocytopenia which resolved .,"('thrombocytopenia', 'B')","('thrombocytopenia', 'I')"
Cyclophosphamide associated bladder cancer - - a highly aggressive disease : analysis of 12 cases .,"('Cyclophosphamide', 'O')","('Cyclophosphamide', 'B')"
Cyclophosphamide associated bladder cancer - - a highly aggressive disease : analysis of 12 cases .,"('associated', 'O')","('associated', 'I')"
MATERIALS AND METHODS : The medical records of 6 men and 6 women ( mean age 55 years ) with cyclophosphamide associated bladder cancer were reviewed .,"('cyclophosphamide', 'O')","('cyclophosphamide', 'B')"
RESULTS : All tumors were grade 3 or 4 transitional cell carcinoma .,"('transitional', 'O')","('transitional', 'B')"
